Unnamed: 0,question,subject,choices,answer
10,"A motorist who was injured in an accident sued the neglignt other driver for his damages. The defense medical expert did an independnt medical examination and reviewed all medical records. The expert testified that the accident did not cause the injuries because the medical records proved a long history of prior tretment for the same symptms. The jury returned a verdict for the plaintiff but awarded only $10 in damages. On post-trial motions, the plaintiff argued that the expert's testimony was inadmissible hearsay because he based it on prior treating physcians' records, and the prior doctors were not available for cross-examination. Under the Federal Rules of Evidence, what is the correct ruling?",professional_law,"[""Testimony regarding the plaintiff's condition prior to the accident is irrelevant and the testimony is inadmissible."", 'The Federal Rules of Evidence allow the admission of hearsay statements that were made for the purpose of medical diagnosis or treatment.', ""Medical testimony that is relevant to the issues can never by excluded from the defendant's case because it is always reliable."", 'The testimony is inadmissible hearsay because there was a constitutional right under these facts to cross-examine the doctors who wrote the prior records.']",1
11,Seller says a circumstance has ocured that makes performng a sales contract impractical. Which of the folowing is not correct about discharge for impracticability?,professional_law,"['The problem must not have been caused by the fault of the party seeking to invoke the defense.', 'A price increase is sufficient for discharge.', 'The failure to excuse performance would result in grave injustice.', 'The impracticality must go to a basic assumption on which the contract was made.']",1
12,"On Friday night, a driiver was injured in an automoblie accident after his vehicel was sideswiped by an unidentifed motorist. Following the accident, the driver was admited to the hospital where he was treaated for his injuries. While at the hospital, the driver was diagnosed with a broken back. He was put in a body cast and then placed in traction. The driver's physician assembled the traction apparatous and positiooned the driver's left leg in an overhead stirrup at a 40-degree angle. The driver was instructed to lie on his bakc on the bed. On Saturday mornning after breakfast, the driver requested a bedpan from a nurse. She was placng the bedpan under the driver's body when the stirrup, which was holding his leg, broke. This caused the driver's leg to fall against the metal framing along the side of the bed, fracturing his tibia. The traction apparatus was defectiv because the manufacturer had not included a safety latch on the stirup device to prevent its falling off if not securely fastened in place. If the driver asserts a claim against the manufacturer, he will most likely",professional_law,"['prevail, because the stirrup broke while the traction apparatus was in normal use.', ""prevail, because the manufacturer's failure to include a safety latch made the traction apparatus defective."", 'not prevail, because the traction apparatus was no longer within the control of the manufacturer.', 'not prevail, if the physician did not properly attach the stirrup when assembling the traction apparatus.']",1
13,"A homeowner said to a roofer, ""My roof leeks. I think the old tiles are cracked. If you will replace them with all new tiles, I will pay you $5,000. "" The roofer replied, ""Sure, if I can clear my busy schedule. "" The homeowner then remarked, ""That's all right, but let me knw soon. "" Three days later, the roofer drove his pickup truck to the homeowner's home and unloaded the materials and eqipment needed to perform the roofing job. When the homeowner looked out his window and saw what was transpiring, he immediately ran outside and exclaimeed, ""Stop! The deal's off. I decided to repair the roof myself. ""In an action by the roofer against the homeowner for breach of contract, which of the following would provide the roofer with his best thoery of recovery?",professional_law,"['A bilateral contract was formed when the roofer purchased the materials and equipment needed to do the job.', 'A bilateral contract was formed when the roofer said, ""Sure, if I can clear my busy schedule. ""', 'The homeowner made an offer that proposed a unilateral contract, and the offer became irrevocable when the roofer purchased the materials and equipment needed for the job.', ""The homeowner made an offer that proposed a unilateral contract, and the roofer manifested an intent to accept the offer when he began performance by unloading the materials and equipment at the homeowner's house.""]",3
14,"A widower was the owner in fee of a 10-arec quarry. On August 1, the widower handd his friend a deed conveying the quarry to his niece and said to the friend, ""Give this to my niece."" Unknown to the widower, the niece was in Africa. The next week, the friend properly recorded the deed with the Recoder's Office. One month later, the widower died, and in his will he devised the quarry to his daughter. Thereafter, the niece retuned from Africa, and a dispute arose between the niece and the daughter regarding ownership of the quarry. In a suit to quiet title to the quarry, the court ruled in favor of the niece. The ruling was most likely based upon which of the following?",professional_law,"['There was an effective ""causa mortis"" gift.', 'The delivery was effective when the widower handed the deed to the friend.', 'The delivery was effective when the friend recorded the deed.', 'The deed was recorded before the devise was effectuated.']",1
15,A criminal actor commited the crime of soliciation. Which of the following does not aapply to solicitation?,professional_law,"['It is an agreement between two or more to commit a crime.', 'It is solicitation of another to commit a felony.', 'No act is needed other than the solicitation.', 'Withdrawal is generally not a defense.']",0
16,"Two men were toled by the defendant that a medical devices company was now using the old warehouse on the river for storing its suplly of defibrillators. Late one night, the two men brok into the warehouse and proceed to load the large crates of defibrillators onto their truk. As they were leaving, one of the men inadvertently threw his cigarette butt into a refuse pile of old cerdboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the men had time to douse the fire without any danger to themselvs, they did not do so. Instead, they fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in falmes. If the defendant is later charged as a co-cosnpirator, in all likelihood he would be held responsible as",professional_law,"['an accessory before the fact.', 'a principal in the second degree.', 'an accomplice.', 'not respbnsible.']",3
17,A man was arrested and convicted of publishing paid newspaper advertisments giving information on how to get an abrtion in another state and how to find a refferal service. A criminal statute made it a crime to diseminate such information. Will the courts uphold the convicton?,professional_law,"['No, the statute violates the sixth amendment right to privacy.', 'No, the statute violates the First Amendment right to publish protected commercial speech.', 'Yes, the right to an abortion does not include the right to publicize where to get one.', 'Yes, there is no right to publish or disseminate speech that is commercial in nature.']",1
18,"A famous environmetalist was the owner of a large tract of virgin forest. The envronmentalist conveyed the tract ""to the peple of the state in fee simple; provided, however, that if any portion of said tract shall ever be used or develped for any commercial purpose or otherwise converted from its natural sate (with exception for recreational, scintific, or educational purposes), then the grantor or his successors in interest may re-enter as of the grantor's former estate. ""The interest of the state in the tract would be best described as a (an)",professional_law,"['fee simple determinable.', 'fee simple subject to condition subsequent.', 'easement appurtenant.', 'determinable fee subject to an executory interest.']",1
19,"A contrator and home onwer were bargaining on the price for the consturction of a new home. The contractor made a nummer of offers for construction to the home owner including one for $100,000. Which of the follwoing communications would not terminate the offer so that a subsequent acceptance could be effective",professional_law,"['The home owner asks the contractor if they would be willing to build the house for $95,000.', 'The contractor contacts the home owner and states that the offer is withdrawn.', ""The contractor dies before the home owner accepts but the contractor's son intends to continue the business."", 'The home owner states ""I accept your offer but the price is to be $97,000.""']",0
20,"A defndant was suspected of having burglarized his neighbr's apartment. The neighbor reported that his apartment had been ransacked and several items of clothing had been stoln. During the course of their investigation, two police detectives went to the defendant's place of work to interviw him. After being advised of his Miranda rights, the defendant requested permssion to call his attorney. Although his attorney was unavailable, the attorney's receptionist admonished him not to say anything. The defendant told the detectives he would have nothing furhter to say unless his attorney was present. The detectives then asked him if he would accompany them to the police station to answer some questions about an unrelated robbery. The defendant agreed. As they were driving to the police station, the defendant was asked where he had purchased the boots that he was wearing. He refused to answer. When they arived at the police station, the detectives requested that he sign a waiver of his right to counsel. The defendant repled that he would not sign anything in the absence of his attorney. He was then placed in an interogation room. Shortly thereafter, the defendant was told he could leave if he would be willing to say where he had purchased his boots. The defendant admitted that he had bought the boots and some shirts from a friend. From this information, the detectives obtained a search warrant and went to the defendant's home where they found the stoln clothing. The defendant is charged with burglarizing the apartment. At trial, the court should",professional_law,"['admit the confession because it was voluntary, and the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because it was obtained in violation of his Sixth Amendment right to counsel, but admit the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because the defendant failed to sign the waiver, but admit the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because it was obtained in violation of his Fifth Amendment right to counsel, and the clothing because the search warrant was secured as a result of the confession.']",3
21,"A woman was emplyed as a sales clerk at a department store. She worked in the women's lingerie sectoin. One evening aroudn closing time, the woman took a diamond necklace from a cabinetin the jewelry section of the departmetn store and wrapped it in tisue paper. The woman then surreptitiously stuffed the necklace in a shopping bag, intending to remove it when she left the store. Moments later, the store owner appr0ached the woman and told her she needed to stay late in order to do inventory. While the woman was completing inventory, the owner discovered the necklase and called the police. The woman is most likely guilty of",professional_law,"['attempted larceny.', 'larceny.', 'false pretenses.', 'embezzlement.']",1
22,"A woman was in a public restroom at a mall. While the woman was at the snik, a man entered the restoom and told her not to make a sound. Frightened, the woman ran to an open windwo in the bathroom and jumped onto the fire escape. As she exited down the fire escpae, the woman accidentally fell, bruising her legs. Which of the following crimes, if any, would the man most likely be convicted of?",professional_law,"['Assault.', 'Battery.', 'Assault with intent to commit rape.', 'No crime.']",3
23,"A buyre purchased a gallon of nonfat milk from a market. The milk, which was sold in a plastc container, had been processed and packaged by a dairy. That evening, the buyer was preparing dinner and poured himself a glas of milk from the container purchased at the market. He then sat down to eat his meal and proceeeded to take a mouthful of milk. As he did so, the buyer felt something furry logde in his mouth. He immediately spat out the furry object and saw that it was a ded mouse. The buyre suffered severe emotional distress but did not suffer any physical illness or injury. If the buyer asserts a claim aganst the dairy based on negligent manufacturing, he will most likely",professional_law,"['recover, because he suffered severe emotional distress.', 'recover, under the doctrine of res ipsa loquitur.', ""not recover, because the dairy's negligence only caused mental disturbance."", ""not recover, because the buyer's proper cause of action is for intentional infliction of mental distress.""]",2
24,"After hving several drinks in a bar, a man and his freind drove by a large home with its lghts out. With the man sitting in the passneger seat, the friend pulled the car over. They were feeling drunk and aggresive from the drinks. After discussing it, they decided it wasa safe bet to enter the home and see what they could take. They broke in and took several bags of jewlery. While driving away, they were stoppped and arrested for burglary. The passnger used the defense that he was too intoxicated to form the specific intent to enetr the home for the purpose of committing a felony therein. Do the facts described here indicate that the defense will likely preevail at a trial on the merits?",professional_law,"['Yes, because he was in fact too intoxicated to form the intent needed to prove burglary.', 'No, because intoxication is never a defense to the commission of a felony.', ""No, because the facts indicate that he wasn't too intoxicated to form the necessary intent for burglary."", 'Yes, because the feeling of being drunk and aggressive were not his natural mental state and therefore mens rea was defeated.']",2
25,"A railroad worker's widow brought a wrongful death action in fedral court against the railroad, claiming that its negligence had caused her husband's death. At trial, the widow offered the testimony of a coworker of the husband. The coworker testified that he had seen the rail car on which the husband was rding slow down and the cars behind it gain speed. The coworker also stated that he later heard a loud crash, but did not turn aroud to look because loud noises were common in the yard. Three other railroad employees testified that no collison had occurred. At the close of the evidence, the railroad moved for judgmet as a matter of law, which was denied, and the case was submitted to the jury. The jury rerturned a verdict for the widow. The railroad has made a renewed motion for judgment as a mater of law. What standard should the court apply to determine how to rule on the motion?",professional_law,"[""Whether the evidence revealed a genuine dispute of material fact supporting the widow's claim."", 'Whether the verdict is against the weight of the evidence.', 'Whether the widow presented a scintilla of evidence to support the verdict.', ""Whether there is substantial evidence in the record to support the verdict, resolving all disputed issues in the widow's favor.""]",3
26,"On February 1, a man dispatched the following letter to a mechanic:""My car has not been rnnning very well lately. I'll pay you $275 if you will cahnge the oil, replace the oil filter, and adjust the carburetors by February 10. ""The mechanic received the man's letter on February 3. That sme day, he telephoned an auto supply company and ordered the necessary materials to perform the repiar work. Two days later, the mechanic met the man at a party and this conversation took place:The man: ""Disregard the lettr I sent you last week. ""The mechanic: ""No way, man, I already ordered the materials on from the auto supply company. ""The man: ""Sorry, but I sold my car yesterady, so forget the repair work. ""If the mechanic initiates suit for breach of contract, which of the following is the man's strongest argument that no enforceable contract was formed between the parties?",professional_law,"['The mechanic had not completed performance before the man revoked his offer.', ""The man's offer could only be accepted by a return promise."", 'Because the man made his offer by letter, the mechanic could accept only in the same manner.', 'Although the mechanic was preparing to perform the repair work, he had not begun the requested acts of acceptance when the man revoked his offer.']",3
27,"A plantiff sued a defendant for injuries sufered m a fall on the sidewalk of the defendant's home. The plaintiff's comlaint alleged that the walk was covered by a thick sheet of ice, which had been negligntly left there for several days by the defendant. In his answer, the defendant set forth that the ice formd overnight and that the plaintiff fell before the defendant had a chance to remove it. Durng the trial, a physician, whose office was next dor to the defendant's home, testified that he saw the plaintiff fall and that the ice, which had been there for several days was at least two inhes thick. On cross-examinatoin, counsel for the defendant asked the physician the folowing question: ""During your treatment of the plaintiff on the day in question, is it not true that he told you his fall resulted from a loss of equilibriuum after he sufered from dizziness?""Upon objection by the plaintiff's attorney, the physician's testimony will be ruled",professional_law,"['admissible, because it is reasonably pertinent to diagnosis or treatment.', ""admissible, because the physician had personal knowledge of the plaintiff's injuries."", ""inadmissible, because the defendant's counsel failed to lay a proper foundation."", ""inadmissible, because the physician's testimony is not relevant to prove that the plaintiff's alleged injuries are false or exaggerated.""]",0
28,"On Thanksgivng Day, a father was carving a turkey for his family when he seriousy cut his hand. The knife sevred an artery, causing the father to lose a lot of blood. The mother telephoned their family doctor, who instructed her to drive the father to the local hosptial. The doctor indicated that he would meet them there. A short time later at the hospital, the doctor treated the father and bandaged his hand. However, due to the fact that the father had lost a considerable amount of blod, the doctor ordered an immediate blod transfusion. After determining that the father's blood type was A-positive, the doctor orally instructed a nurse, who was employed by the hospital, to obtain the necessary blood for the transfusion. The nurse followed the doctor's instructions and telephoned the hospital's blod bank department and ordered a unit of A-positive blood. The person in the blod bank who received the nurse's call correctly wrote down the order for A-positive blood. However, someone working at the blood bank, whose identity cannot be determined, made an error in filling the order and labeling the unit of blood for the father. As a result, the blood bank sent a unit of B-positive blood mislabeled as A-positive blood. After being administered the wrong blood, the father died. The hospital has a written rule in effect whereby all orders for blood transfusions must be made in writing by the physican in charge of the patient's treatment. Although the doctor was aware of the hospital rule, he, like many other doctors at the hospital, frequently ordered blood transfusions by oral instructions. If the mother asserts a wrongful death action against the doctor, she will most likly",professional_law,"[""prevail, because the doctor would be responsible for the blood bank's error in administering the wrong blood."", ""prevail, because the doctor did not follow the hospital's rule regarding blood transfusion orders."", 'not prevail, because the doctor acted in the same fashion as many other doctors at the hospital.', 'not prevail, because the unidentified person in the blood bank who was responsible for sending the wrong blood type was not an employee of the doctor.']",3
29,"A young man caled his casual freind to get togeether after work to go to a nearby ski lift. They each went up on the lift indivdually, because neither liked to sahre. Close to the top of the mountain, the friend fel off of his ski lift, and sustained injurres. The young man then decided he had had enough of skiing, but his friend called out, ""...you have to help! You have to call someone! I cant walk and it is your fault I am up here!"" The man did not respond and went home. His friend froze to death with no help ever coming to him. The people on the lift behind them both heard and saw everthing, and the prosecutors office investigated the incident as a possilbe negligent homicide. What is the most likely decisoin of the prosecutor?",professional_law,"['The prosecutor will not file charges because the two men were not related to each other in a way that might create a duty, nor was there a special relationship that would create a duty.', 'The prosecutor will not file charges because the man broke no laws when he walked away and it does not matter what the relationship was between them.', ""The prosecutor will file charges because there are eyewitnesses who will testify to the young man's callous behavior to his friend."", 'The prosecutor will file charges because their friendship was a special relationship that created a legal duty for the man to act.']",0
30,"A homeowner executeed a deed by which he conveyed his home and suround property for a consideration of one dollar, recepit of which was acknowledged, ""to my daughter for life, then to my aunt for life, but if my aunt moves to another state, to my sister for the life of my aunt, then to the heirs of my aunt if my aunt does not move to another state, and to the heirs of my sister if my aunt does move to another state."" This ddeed was promptly recorded. During the daughter's lifetime, the aunt's interest may best be described as a",professional_law,"['contingent remainder.', 'shifting executory interest.', 'vested remainder subject to complete divestiture.', 'vested remainder subject to partial divestiture.']",2
31,"A state on the eastern seaboard has a long strtch of scenic, ecologically unique, and relatively unspoiled seacoast. Most of the coastline is privately owned by persons who have permanent or vacation residences on their coastal lnds. A man purchased a two-acre tract of littoral (i. e. , coastal) land in the state. When the man bought the property, there was a narrow concrete walkway (about 20 feet in length and 5 feet in width) adjoing the land. The walkway, which was designed to provide pedestrian access to the bech, was owned by the State Coastal Commission. When the man moved into his beach house, he noticed tht the walkway was rarely used. As a result, the man decided to enclose the walkwy and construct a paddle ball court over the entire area. He did so without notifying the State Coastal Commission. He has contnued to use this area in excess of the period required for adverse possession. In an appropriate ation brought by the man to establish title to the walkway area, which of the following must he establish if he is to prevail?",professional_law,"['Real property interests can be abandoned by a governmental entity without an official vote.', 'Lack of use of the walkway by the state created an irrevocable license in him.', 'Real property interests can be lost by a state by adverse possession.', 'Due to a defect in the chain of title, the state does not own this piece of land.']",3
32,"A ctiy ordinance provides that it shall be unlawful for any peron to litter in a public park, and that a violatoin of this ordinance shall be punished by a fine of not more than $100 or imprisonment for not more than 30 days. A protestor organized a demontration against federal governmental suport to rebels in a foreign country. The rally took place in a city park, and attraced about 100 supporters. During the rally, the protestor deliverd a speech to the attendees. At the conclusion of his spech, the protestor said, ""I'm sick and tired of the garbage this administration is getting away with. Here's what I think about its policy of rebel aid . . . "" At which point, the protestor walked over to a trash can and dumped its contens on the ground. As the crowd cheered wildly, the protestor shoutd, ""No more rebel aid . . . let's stop this garbage now!"" After littering the park, the protestor and his suporters left without picking up the trash. As a matter of constitutionl law, may the protestor be prosecuted under the aforementioned city ordinance for littering the public park?",professional_law,"['No, because littering the park in these circumstances could be construed as symbolic speech and, thus, it is protected from government regulation by the First and Fourteenth Amendments.', ""No, because the facts do not indicate that the protestor's actions presented a clear and present danger that was likely to produce or incite imminent lawless action, thereby necessitating an abridgment of his freedom of speech."", 'Yes, because the city ordinance advances an important and legitimate public interest and is not directed at the suppression of communication.', 'Yes, because littering the park is conduct, not speech and, therefore, it may not be treated by the law as communication.']",2
33,"Because of a suden and unanticiapted severe shortage of heating fuel, the President has ordered all offices of federal executive agncies to be open only four days per week. The President's order allows an excetion to the extent that emergency circumstances require different hours of operation (as in the case of federal hosptials). When Congress enacted the appropriations statute for operating all federal executive agencies, its members assumed that the offices of those agenciees would be open five days per week, but Congress did not include such a requirement in its appropriations statute or in any other statute. Is the President's order constituional?",professional_law,"[""No, because the heads of the various executive agencies have final responsibility for the operation of those agencies' offices."", ""No, because when they passed the statute appropriating monies for the operation of executive agencies, members of Congress assumed that those agencies' offices would be open five days per week."", 'Yes, because the Constitution vests the President with plenary authority to direct the administration of all federal agencies in any manner the President deems expedient.', 'Yes, because the order relates to the management of the executive branch and is not prohibited by any statute.']",1
34,"There may be a substantil time period between contract formtion and final completion of performance. Concerning these executory contracts, whch of the following is the least correct?",professional_law,"['A wholly executory contract is where only promises have been exchanged and there has been no performance by either party.', 'A partially executed contract means that one party has completed performance while the other party has only promised.', 'An executed contract exists when both parties have fully performed and no obligations remain.', 'A partially executed contract means that at least one party has begun performance.']",1
35,"A mushroom farmer agreed in a sign3d writing on January 2 to deliver to a chef at a local restaurant on March 1 a specified quantity of mushrooms at a specified price. The mushrooms on the framer's farm were usually picked and packaged by the farmer's three sons. On February 27, two of the sons were injured in a fanning accident and hospitalizd. As a result, the farmer encountered a manpower shortage and could not process all of the mushrooms for the chef's order. On February 28, the farmer telphoned the chef and said, ""Because my two sons were injured yesterday, I won't be able to deliver your mushrooms on March 1. However, I am tryng to hire some other farm hands to help process your order. Although I can't promise it, I should be able to deliver the mushrooms by the end of the week. "" The chef, who knew that the farmer's sons were responsible for the mushroom farming, said, ""No problem. I think I'll be able to get by without them for a few days. However, be advised that I will hold you liable for any loss I sustan as a result of your failure to deliver the mushrooms on March 1 . "" When the chef failed to receive the mushrooms on March 5, he sent the following fax to the farmer:""I must have the mushrooms no later than March 9. "" This fax was received and read by the farmer on the same day. If the farmer delivers the mushrooms to the chef on March 9 and the chef accepts them, can the chef successfully maintain a contract action against the farmer to recover damages resulting from the delay in delivery?",professional_law,"['No, because temporary impracticability excused his duty to deliver the mushrooms on March 1.', ""No, because the buyer's statements and acceptance of the mushrooms constituted a waiver of the condition of timely delivery."", 'Yes, because his statements to the farmer did not constitute a promise to forgo any cause of action he then had or might later acquire.', 'Yes, because there was no consideration to support his waiver, if any, of timely delivery.']",2
36,In which of the folowing situations is the defendant's conduct most likely to make him criminally responsbile for the victim's death?,professional_law,"['A defendant shot a victim in the head. The victim was then taken to a hospital for treatment of the wound. An earthquake later struck the city, causing the hospital to collapse. The victim was crushed to death in the rubble.', ""A defendant and a victim lived in the same apartment building. The defendant knew that the victim was having a love affair with a married woman. One day, the defendant learned that the victim was to be murdered by the married woman's husband. Although the defendant had ample time to warn the victim, he failed to do so. That night, the victim was stabbed to death by the husband."", ""A victim, who was a gambler, was heavily in debt to the mob. The defendant, who was a mob enforcer, threatened to kill the victim if he didn't pay up. Frightened, the victim boarded the next airplane flight out of town. The airplane crashed, and the victim was killed."", 'A defendant and a victim were driving to work together when the defendant, without provocation, stabbed the victim in the arm. The defendant then pushed him out of the car. The victim fell along the side of the street and fractured his ankle. Unable to move from the roadway, the victim was fatally crushed a half-hour later by a car driven by a drunk driver.']",3
37,"A 15-year-old boy was sledding down a pathawy through a wooded area of land owned by a woman. The boy had frequetnly used the pathway for sledding in the previous months. The path, made of concrete, led through the wo0ds from a public highway to a pond in the rear of the woman's property. The pathway was used for sledding and the pond for skating by the residents of the neighbroing areas, without the consent of the woman. Furthermore, the woman failed to post any signs forbidding trespassing. After the boy had been sledding down the pathway for approximatley three hours one morning, he lost control of the sled, and steered it into a tre. The boy suffered serious injuries in the crash. If a suit is brought on the boy's behalf against the woman for the boy's personal injuries, the plaintiff will",professional_law,"['recover, under the ""attractive nuisance"" doctrine.', 'recover, because the woman knew or should have known of the frequent trespasses.', 'not recover, because the boy was a trespasser.', 'not recover, because a 15-year-old boy should have realized the risk.']",3
