Unnamed: 0,question,subject,choices,answer
12,一位司机，他是一名狂热的骑自行车者，并参加了本地的比赛活动，在一次车祸中受伤并前往医院接受治疗。在那里，使用了一种牵引装置来支撑他受伤的腿。这位司机一直期待着即将到来的自行车马拉松比赛，他为此已经训练了几个月，但现在由于受伤而面临挫折。不幸的是，由于缺少一个安全功能，牵引装置存在设计缺陷，当司机的腿从马镫中滑出时，进一步受伤。如果司机决定起诉制造牵引装置的公司，他对制造商的索赔最可能的结果是什么？,professional_law,"['胜诉，因为在牵引装置正常使用时马镫断裂。', '胜诉，因为制造商未能安装安全锁扣使得牵引装置有缺陷。', '败诉，因为牵引装置不再处于制造商的控制之下。', '败诉，如果医生在组装牵引装置时未正确安装马镫。']",1
13,"一位房主最近在一个以天气变化无常著称的社区购买了一座老式维多利亚房屋，他找到了一位备受推崇的当地屋顶工，并说：“我的屋顶漏水，我怀疑瓦片破裂了。如果你能用新的瓦片替换它们，我会支付你5,000美元。”这位房主之前在房子里遇到过多次问题，包括管道和电气问题，并急于在即将到来的暴风雨季节之前解决屋顶问题。这位屋顶工以非常忙碌但很可靠而闻名，他回答说：“好吧，如果我能在我繁忙的时间表中找到时间。”房主回应道：“那好，请尽快告诉我。”三天后，这位屋顶工带着必要的材料和工具来到房主的房产准备开始屋顶工作。看到这一幕，刚刚参加过一个DIY研讨会并对自己修理屋顶的能力充满信心的房主冲了出来并喊道：“停！我改变主意了。我自己修屋顶。”考虑到所有这些细节，在屋顶工对房主的合同违约诉讼中，屋顶工为追偿而提出的最有力论据是什么？",professional_law,"['当屋顶工购买了完成这项工作所需的材料和设备时，形成了一份双边合同。', '当屋顶工说“好吧，如果我能清出我繁忙的时间表”时，形成了一份双边合同。', '房主提出了一份单边合同的要约，并且当屋顶工购买了完成这项工作所需的材料和设备时，该要约变得不可撤销。', '房主提出了一份单边合同的要约，并且当屋顶工通过在房主家卸下材料和设备开始履行工作时，表现出了接受该要约的意图。']",3
14,一个男人拥有一个十英亩的采石场，这个采石场在他的家族中已经传承了几代，他以其细致的记录和注重细节而闻名。一个阳光明媚的下午，他决定将一份契约交给一个朋友，指示朋友将其交给他的侄女，这位侄女一直对家族的土地感兴趣，并且最近完成了环境科学的学位。侄女正在国外旅行，探索可持续采矿实践，对这份契约一无所知。这位朋友是他多年的值得信赖的知己，于是在接下来的一个星期里正式记录了这份契约，并在他的个人日记中记下了这个男人的意愿。一个月后，这个男人去世了，他几年前起草的遗嘱将采石场留给了他的女儿，女儿对采石场业务毫无兴趣，正在从事法律职业。回来后，侄女宣称拥有采石场的所有权，引发了一场法律争端，引起了当地社区的关注，社区对谁才是真正的所有者意见不一。法院裁定采石场属于侄女。这个决定最有可能基于什么法律原则？,professional_law,"['出现了有效的“临终赠礼”。', '当鳏夫将契约交给朋友时，交付是有效的。', '当朋友记录契约时，交付是有效的。', '契约在遗赠生效之前就已被记录。']",1
15,在刑法的背景下，教唆是一种未完成的犯罪行为，涉及敦促或要求他人从事非法行为。此罪与企图和共谋不同，因为它侧重于说服他人犯罪的行为，而不是直接参与犯罪本身。考虑到这些区别，以下哪一项不是刑法中教唆罪的特征？,professional_law,"['两人或多人同意犯罪。', '教唆他人实施重罪。', '除了教唆外，不需要其他行为。', '撤回通常不是一种辩护。']",0
16,在一个以历史悠久的河滨闻名的小镇上，每年都有一个地方节日吸引着人群。在节日的喧嚣中，河边的仓库像一个安静的哨兵，存放着各种货物。两个人被被告告知，这名被告曾是某医疗设备公司的员工，该仓库用于存放除颤器。公司最近升级了他们的库存系统，而被告因最近被解雇心生不满，便与他们分享了这一信息。某晚，在节日烟火的掩护下，他们闯入仓库，开始将成箱的除颤器装上他们的车辆。当他们离开时，其中一人不慎将点燃的香烟掉在了一堆旧纸板和纸上。虽然他们可以在没有危险的情况下扑灭小火，但他们选择了逃跑。火迅速蔓延，烧毁了整个仓库。如果被告作为共犯被起诉，他是否可能被判有罪？,professional_law,"['事先从犯。', '第二度主犯。', '共犯。', '不负责任。']",3
17,1972年，一名工作人员为一家财务状况不佳的小镇报纸工作。为了增加收入，该报纸开始接受各种类型的广告。其中一则广告提供了如何在其他州进行堕胎的详细信息，并提供了寻找服务机构的指导。当时的地方法律将传播与堕胎服务相关的信息定为犯罪。此人因发布这些付费广告而被判有罪。考虑到法律环境和第一修正案的权利，法院会认可这一定罪吗？,professional_law,"['不，该法令侵犯了第六修正案的隐私权。', '不，该法令侵犯了第一修正案保护的商业言论出版权。', '是，堕胎的权利并不包括宣传获取堕胎服务的权利。', '是，不存在发布或传播商业性质言论的权利。']",1
18,在2000年代初期，一位环保人士对快速的森林砍伐和生物多样性丧失深感担忧，决定通过将一大片未开发的森林的所有权转移给国家来产生持久的影响。这片森林是几种濒危物种和古老树木的家园，已经成为众多研究和纪录片的主题，突显其生态重要性。条件是，如果森林的任何部分被用于商业活动或从其自然状态改变（除非用于娱乐、科学或教育用途），环保人士或其继承人有权收回该土地。您如何最好地描述国家在这片土地上的权益？,professional_law,"['简单决定性产权', '简单产权附有后续条件', '附属地役权', '确定性产权附有执行利益']",1
19,在经过一天的忙碌，对多家承包商的多份投标进行审查后，房主决定休息一下，仔细考虑这些报价。在一个房产市场忙碌、价格可能频繁波动的环境中，承包商提出了几个建造新房的报价，包括一个10万美元的报价。以下哪种行动可以让房主以后仍然可以接受该特定报价而不使其失效？,professional_law,"['房主询问承包商是否愿意以9.5万美元建房。', '承包商联系房主并表示报价被撤回。', '在房主接受之前承包商去世，但承包商的儿子打算继续经营业务。', '房主表示“我接受你的报价，但价格应该是9.7万美元。”']",0
20,一名嫌疑人因涉嫌闯入邻居公寓并盗窃衣物而被调查。警方来到嫌疑人的工作地点——他作为机械师工作的本地工厂，并告知他有权保持沉默并有权聘请律师。由于工厂订单增加，他那周一直在加班。嫌疑人要求与他的律师交谈，但只有律师的接待员在场，建议他不要讲话。嫌疑人告诉警察，他不会在没有律师的情况下说话。侦探们随后要求他去警局讨论另一宗涉及附近公园的破坏事件，他同意了。在车上，他们询问他的靴子，但他保持沉默，想着他稍后需要去接孩子放学。在警局，他拒绝放弃他的律师权利。在审讯室里，他们说如果他透露靴子的来源就可以离开。他承认从朋友那里购买了靴子和衬衫，导致搜查令的签发，并在他家中发现被盗物品。他因入室盗窃罪受审。法院应如何裁定？,professional_law,"['承认供词，因为它是自愿的，并且衣物是根据有效的搜查令获得的。', '抑制供词，因为它是违反第六修正案的律师权获得的，但承认衣物，因为它是根据有效的搜查令获得的。', '抑制供词，因为被告未能签署弃权书，但承认衣物，因为它是根据有效的搜查令获得的。', '抑制供词，因为它是违反第五修正案的律师权获得的，并且衣物因为搜查令是根据供词获得的。']",3
21,一位名叫萨拉的女士，在市中心一家繁忙的百货商店担任销售员已有几个月的时间，被指派到女士内衣区工作。她以守时和友好的态度著称，并与同事们建立了良好的关系。在一个特别忙碌、有多个促销活动的日子接近结束时，她从珠宝区拿了一条钻石项链，用纸巾包好，藏在购物袋里，打算带回家。在她离开之前，店主因为对她的职业道德印象深刻，要求她留下来进行库存盘点。在盘点过程中，店主发现了项链并通知了警方。萨拉最有可能犯了什么罪？,professional_law,"['企图盗窃。', '盗窃。', '虚假陈述。', '侵占。']",1
22,一位女士在商场里度过了一天，正在购物寻找一个新手提包，决定在公共洗手间稍作休息。在里面时，她被一个进入的男人吓了一跳，男人命令她保持安静。感到受到威胁，她迅速评估了周围环境，注意到了洗手间的现代设计和墙上张贴的紧急程序。她逃到附近的一个打开的窗户，跳到了消防楼梯上。在下去的过程中，她滑倒并伤到了腿。根据这个情境，这名男子最有可能被控以何罪行？,professional_law,"['攻击罪。', '殴打罪。', '意图强奸的攻击罪。', '无罪。']",3
23,一位消费者从一家已有超过50年历史的本地杂货店购买了一加仑脱脂牛奶。牛奶装在一个可回收的塑料壶中，由一家以有机产品闻名的信誉良好的乳品公司加工和包装。该消费者正在为庆祝孩子在学校的优异表现准备家庭晚餐，他为自己倒了一杯牛奶。在用餐时，他喝了一口，感到嘴里有毛茸茸的东西，结果发现是一只死老鼠。尽管这一事件引起了强烈的情绪困扰，他并没有遭受任何身体伤害或疾病。如果消费者对乳品公司提起诉讼，指控其生产上的过失，他的索赔结果可能是什么？,professional_law,"['胜诉，因为他遭受了严重的情绪困扰。', '胜诉，根据事实自证原则。', '不胜诉，因为乳品公司的过失仅造成了精神困扰。', '不胜诉，因为买方的适当诉讼理由是故意造成精神困扰。']",2
24,在建筑工地工作了一整天后，一名男子和他的朋友决定去他们每个星期五晚上常去的酒吧放松一下。这个酒吧以其热闹的氛围和招牌鸡尾酒而闻名，顾客们正在享受周末的愉快。随着夜幕降临，这名男子和他的朋友喝了几杯酒，讨论着他们即将到来的假期计划。后来，当他们开车经过一栋没有灯光的大房子时，该男子作为乘客，而他的朋友在开车，他提议他们也许可以在这样一个安静的社区找到一些有趣的故事。由于醉酒和胆大妄为，他们决定可能进入房子并获取一些贵重物品是安全的。他们闯入并偷走了几袋珠宝。在逃跑时，他们被抓住并被指控入室盗窃。乘客声称，由于他的醉酒程度，他无法形成进入房子实施重罪所需的意图。基于这些细节，这种辩护在法庭上是否有可能成功？,professional_law,"['是的，因为他实际上太醉了，无法形成证明入室盗窃所需的意图。', '不是，因为醉酒从来不是实施重罪的辩护理由。', '不是，因为事实表明他并没有醉到无法形成入室盗窃所需的意图。', '是的，因为醉酒和攻击性不是他的自然精神状态，因此mens rea被否定。']",2
25,在一个联邦法院案件中，一名铁路工人的遗孀起诉铁路公司，指控该公司的过失导致了她丈夫的死亡。案件发生在一个以铁路行业闻名的历史街区，在那里工人们有在下班后聚集讨论安全改进的传统。在审判期间，死者的一位同事作证说，他观察到死者所在的铁路车厢减速，而后面的车厢加速。他还提到随后听到了巨大的撞击声，但没有去看，因为这样的噪音在该地区很常见。然而，另外三名铁路工人表示没有发生碰撞。铁路公司在审判结束时请求依法裁决，但被拒绝，陪审团判决遗孀胜诉。现在，铁路公司提出了重新依法裁决的动议。法院应根据什么标准来决定这个动议？,professional_law,"['证据是否显示支持遗孀主张的重大事实存在真正的争议。', '裁决是否违背证据的权重。', '遗孀是否提供了一些证据来支持裁决。', '记录中是否有实质性证据支持裁决，解决所有有争议的问题对遗孀有利。']",3
26,一个计划进行长途旅行去探访家人的男人在2月1日给一位修理工寄了一封信，提出如果修理工在2月10日前更换机油、更换机油滤清器并调整化油器，他将支付275美元。这辆车是他珍爱的财产，是他在存了几年钱后才买下的。修理工在2月3日收到了信件，并从繁忙的日程中抽出时间，订购了必要的物资，原本有许多其他未完成的修理工作。然而在2月5日，这名男子告诉修理工忽略这封信，因为他已经将车卖给了一个出价让他无法拒绝的收藏家。如果修理工因违约提起诉讼，这名男子可以提出什么最好的理由来证明合同从未成立？,professional_law,"['在男人撤销他的要约之前，修理工尚未完成履行。', '男人的要约只能通过一个回报承诺来接受。', '因为男人通过信件提出要约，所以修理工只能以同样的方式接受。', '虽然修理工正在准备进行修理工作，但在男人撤销他的要约时，他尚未开始受邀的接受行为。']",3
27,一名原告因在房主物业前的人行道上滑倒而对房主提起诉讼。事件发生在一个特别严酷的冬天，频繁的降雪和持续低于冰点的温度导致该地区许多人行道上的条件变得危险。原告在其诉讼中声称，房主将冰危险地留在人行道上已有数天之久。对此，房主辩称冰是在前一晚才形成的，原告在有机会清理之前就摔倒了。在审判中，房主居所旁边办公室的一名医生作证称，他目睹了原告的摔倒，并观察到在人行道上存在多日的冰至少有两英寸厚。该医生的办公室最近进行了装修，通过大窗户可以清楚地看到人行道。在交叉询问中，房主的律师问医生：“当您那天治疗原告时，他不是说因为头晕失去平衡而摔倒的吗？”如果原告的律师对此问题提出异议，法庭可能会如何裁定异议？,professional_law,"['可采纳，因为它对诊断或治疗具有合理的相关性。', '可采纳，因为医生对原告的伤情有个人了解。', '不可采纳，因为被告律师未能奠定适当的基础。', '不可采纳，因为医生的证词与证明原告的所谓伤害是虚假或夸大的无关。']",0
28,在一个寒冷的感恩节下午，一个家庭聚集在他们温馨的客厅里，空气中弥漫着烤火鸡的香味。父亲是一位热爱烹饪的家庭厨师，正满心欢喜地切割火鸡时，不小心伤到了手，割破了动脉，导致大量失血。在慌乱中，母亲联系了他们多年来信赖的家庭医生。医生正在和自己的家人享用节日大餐，他建议母亲立即带父亲去医院，并承诺在那里与他们会合。在医院里，在节日应急的混乱中，医生有效地处理了父亲的伤口，并因父亲严重失血而下令输血。父亲被发现是A型阳性血。医生依靠多年的经验，口头指示一名护士去获取输血所需的A型阳性血。护士遵循标准程序，打电话给医院的血库下订单。虽然订单被正确记录，但血库中发生了一个未确认的错误，导致标记错误的B型阳性血被送来而非A型阳性血。父亲接受了错误的血液输注，悲剧地去世了。医院有一项长期政策，要求治疗医生对于输血必须有书面指令，但医生和他的许多同事一样，在紧急情况下经常使用口头指令。如果悲痛欲绝的母亲决定对医生提起过失致死诉讼，她可能会以什么理由进行呢？,professional_law,"['胜诉，因为医生将对血库在输错血过程中所犯的错误负责。', '胜诉，因为医生没有遵循医院关于输血指令的规定。', '败诉，因为医生的行为与医院中许多其他医生的行为一致。', '败诉，因为负责送错血型的血库中的未确认人员不是医生的员工。']",3
29,一位经验丰富的滑雪者，常常享受雪坡的宁静，他邀请了一位普通的熟人下班后一起去滑雪。这位熟人刚到这个地区，渴望结识朋友，便接受了邀请。他们两个各自乘坐缆车上山，因为都不想分享，喜欢自己的空间来反思一天的事情。接近山顶时，这位熟人曾提到自己滑雪技术不佳，结果从缆车上摔下来受了伤。他恳求帮助，说：“你必须帮忙！你得叫人来！我动不了，这是因为你我才在这里！”尽管意识到这位熟人的经验不足，滑雪者还是忽略了他，回家准备第二天的商务会议。这位熟人后来因无人救助而死于暴露。缆车后面的目击者看到并听到了这一切，这使检察官办公室考虑以过失杀人罪起诉。在这种情况下，检察官可能会做出什么决定？,professional_law,"['检察官不会提出指控，因为两人之间没有任何可能产生责任的关系，也没有特殊关系会产生责任。', '检察官不会提出指控，因为这名男子离开时并没有违法，与他们之间的关系无关紧要。', '检察官会提出指控，因为有目击者会作证这名年轻男子对朋友的冷酷行为。', '检察官会提出指控，因为他们的友谊是一种特殊关系，产生了男子必须采取行动的法律责任。']",0
30,房主是一位退休的建筑师，住在以独特的维多利亚风格房屋闻名的历史街区。在多年的时间里，他们将自己的维多利亚风格的房屋恢复到昔日的辉煌之后，决定将房屋和土地的所有权转给他们的女儿，直至她的有生之年。他们声明，在此之后，财产应转给他们的姑姑，直至她的有生之年。然而，如果姑姑搬到其他州，财产应在姑姑的有生之年转给房主的姐姐。房主一直重视家庭纽带，希望确保财产留在家族中。在姑姑去世后，如果她没有搬家，财产应转给她的继承人；但如果她搬家，财产应转给姐姐的继承人。这份契约立即被正式记录。在女儿还活着的时候，姑姑在财产上的权益如何最好地描述？,professional_law,"['有条件的未来权益。', '转移的执行权益。', '已确立的未来权益，但受完全剥夺的限制。', '已确立的未来权益，但受部分剥夺的限制。']",2
31,一名男子在一个以风景优美和独特海岸线闻名的州购买了一处两英亩的沿海地产，每年吸引众多游客和自然爱好者。该地区以其生物多样性而闻名，当地环境团体经常进行野生动物调查和海滩清理。在他的土地旁边有一条由州海岸委员会拥有的小型混凝土小径，可通往海滩。看到这条小径很少被使用，该男子决定在未经当局通知的情况下在其上建造一个乒乓球场。他使用这条小径的时间超过了该州的不利占有要求。如果该男子想在法律诉讼中要求拥有这条小径，他必须证明什么关键要素才能成功主张所有权？,professional_law,"['政府实体可以在没有正式投票的情况下放弃不动产权益。', '州对小径的缺乏使用在他身上产生了不可撤销的许可证。', '国家可以因不利占有而失去不动产权益。', '由于产权链的缺陷，国家不拥有这块土地。']",3
32,一个以其充满活力的艺术氛围和年度音乐节而闻名的城市，有一项法令，规定在公共公园乱扔垃圾是违法的，违规者可能面临高达100美元的罚款或30天的监禁。这个城市一直在努力应对日益严重的污染问题，当地环保组织呼吁更严格地执行现有法律。在一个城市公园举行的集会中，抗议联邦对外国叛军的援助中，一位抗议领袖将垃圾桶的内容物倒在地上，以象征他对政府政策的反对，并将垃圾留在了那里。根据宪法法律的考量，这位抗议领袖能否根据城市的反垃圾法令被合法指控？,professional_law,"['不，因为在这种情况下在公园乱扔垃圾可以被视为象征性言论，因此根据第一和第十四修正案受到政府规制的保护。', '不，因为事实并未表明抗议者的行为呈现出明显且即时的危险，可能导致或煽动即将发生的违法行为，因此不需要缩减他的言论自由。', '是的，因为城市的法令推进了一个重要和合法的公共利益，并且并不是针对抑制交流。', '是的，因为在公园乱扔垃圾是行为而不是言论，因此法律可能不将其视为交流。']",2
33,在一个特别严酷的冬季，全国经历了意想不到且严重的取暖燃料短缺，影响了许多地区。为应对这一危机，总统出于对节约资源和保障联邦员工福祉的考虑，指示联邦行政机构办公室每周仅运营四天。在紧急情况下，例如联邦医院，继续根据需要运营是例外。值得注意的是，当国会通过这些机构的预算时，他们假定这些机构会每周运营五天。然而，国会并未在任何立法中对此时间表进行法律强制规定。在这些情况下，总统的指示在宪法下是否合法？,professional_law,"['不合法，因为各行政机构的负责人对这些机构办公室的运营负有最终责任。', '不合法，因为当他们通过为行政机构运营拨款的法规时，国会议员假设这些机构的办公室每周会开放五天。', '合法，因为宪法赋予总统全面的权力，以总统认为合适的方式指挥所有联邦机构的管理。', '合法，因为该命令涉及行政部门的管理，并且不受任何法规的禁止。']",1
34,在商业世界中，合同对于将协议正式化至关重要，确保每一方都了解他们的义务和权利。这些协议可以从简单的采购订单到涉及多个利益相关者的复杂合并。在形成合同但尚未完全履行的情况下，关于这些未完成合同的哪一项陈述是最不准确的？,professional_law,"['完全未履行的合同是指仅仅交换了承诺，双方都没有履行任何义务。', '部分履行的合同意味着一方已经完成履行，而另一方仅仅作出了承诺。', '执行完毕的合同是指双方均已完全履行，没有任何义务剩余。', '部分履行的合同意味着至少一方已经开始履行。']",1
