id,question,choices,answerKey
Mercury_7250058,Analyze the structural and functional differences between prokaryotic and eukaryotic cells. How do these differences impact the complexity and capabilities of organisms classified under each category?,"{'text': ['Prokaryotic cells lack a defined nucleus and membrane-bound organelles, which limits their ability to compartmentalize functions, whereas eukaryotic cells have a nucleus and organelles that allow them to perform complex and specialized functions.', 'Eukaryotic cells have a simpler structure compared to prokaryotic cells, which allows them to reproduce more quickly and efficiently.', 'The presence of a cell wall in eukaryotic cells distinguishes them from prokaryotic cells, which do not have a cell wall.', 'Prokaryotic cells are larger in size compared to eukaryotic cells, allowing them to house more genetic material and perform more complex tasks.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7012740,Analyze the influence of solar radiation on oceanic currents and temperature gradients. How do these factors interact to affect global climate patterns?,"{'text': ['Solar radiation directly heats the ocean surface, creating horizontal temperature gradients that drive ocean currents, which in turn redistribute heat and influence global climate.', 'Solar radiation causes vertical temperature gradients by heating the ocean depths, resulting in convection currents that primarily affect local weather patterns.', ""The Sun's influence on the ocean is minimal, with most oceanic currents and temperature gradients driven by geothermal activity rather than solar heating."", 'Solar radiation causes uniform heating of the ocean surface, leading to a stable temperature across all latitudes and minimal impact on global climate patterns.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_LBS10610,Analyze the factors influencing daily temperature variation in a temperate climate. How do these factors interact to produce the temperature changes observed from morning to afternoon?,"{'text': ['Solar radiation increases throughout the day, causing temperatures to rise until the sun reaches its highest point, while cloud cover and wind can modulate this effect.', ""The Earth's rotation causes temperatures to rise steadily throughout the day regardless of solar radiation, with no other factors affecting this change."", 'Atmospheric pressure remains constant, thus having no impact on the temperature change from morning to afternoon.', 'Humidity levels are the sole determinant of temperature, with higher humidity leading to a decrease in afternoon temperatures.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_407400,"Analyze the process of experimental design in scientific investigations. How does identifying the independent and dependent variables, along with controlling extraneous variables, affect the validity and reliability of results in a comparative study of different brands of light bulbs?","{'text': ['Identifying the independent and dependent variables is unnecessary as long as the light bulbs are tested under the same conditions.', ""Controlling extraneous variables is only important if there are more than two brands of light bulbs being compared, as otherwise they don't affect results."", 'Proper identification and control of variables ensure that any differences in light bulb longevity are attributed to the brand itself, enhancing both validity and reliability of the results.', ""The independent variable should be the same for all brands to ensure fair comparison, while the dependent variable can vary as it doesn't affect the study's outcome.""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7212993,Analyze the role of water vapor as a greenhouse gas in Earth's lower atmosphere. How does it compare to other greenhouse gases in terms of its impact on the greenhouse effect and its interaction with atmospheric processes?,"{'text': ['Water vapor is the most abundant greenhouse gas and significantly amplifies the greenhouse effect through its positive feedback mechanism, but it has a short atmospheric lifespan compared to carbon dioxide.', 'Water vapor is the least effective greenhouse gas due to its low abundance and negligible impact on the greenhouse effect.', 'Water vapor and carbon dioxide have the same atmospheric lifespan, but water vapor contributes less to the greenhouse effect.', 'Water vapor is effective at trapping heat but does not interact with other atmospheric processes such as cloud formation and precipitation.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_413240,"Analyze the phase transition of water from liquid to solid. How does the presence of impurities and atmospheric pressure influence the freezing point, and what are the implications for natural and man-made systems?","{'text': ['Impurities in water lower the freezing point by disrupting the hydrogen bonding, while higher atmospheric pressure raises the freezing point.', 'Impurities raise the freezing point by forming nucleation sites, whereas higher atmospheric pressure lowers the freezing point.', 'Impurities lower the freezing point by acting as antifreeze agents, while lower atmospheric pressure also decreases the freezing point.', 'Impurities in water typically lower the freezing point, and reduced atmospheric pressure can also contribute to a decrease in the freezing point.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7186358,"Analyze the advancements in paleontological methods that have led to the discovery of soft tissues in dinosaur fossils. How do these methods differ from traditional approaches, and what impact do they have on our understanding of dinosaur biology and evolution?","{'text': ['The use of advanced imaging techniques and chemical analyses has allowed scientists to detect soft tissues in fossils, which were previously thought to be impossible to preserve, providing new insights into the physiology and appearance of dinosaurs.', 'Traditional methods of fossil excavation and preparation have always been sufficient for discovering soft tissues, and recent findings are simply a result of increased excavation efforts.', 'The discovery of soft tissues is solely due to the accidental preservation of these materials, requiring no change in paleontological methods.', 'Advances in genetic sequencing have enabled the reconstruction of soft tissues, allowing scientists to bypass the need for physical fossil evidence altogether.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7166425,Analyze the process of thermal energy transfer when hot tea is poured into a pitcher full of ice. What are the mechanisms at play and how do they affect the temperature change in both the tea and the ice?,"{'text': ['Thermal energy is transferred from the ice to the tea, causing the ice to melt and the tea to cool down.', 'Thermal energy is transferred from the tea to the ice, causing the ice to melt and the tea to cool down.', 'Thermal energy is transferred from the ice to the tea, causing both the ice to remain solid and the tea to heat up.', 'Thermal energy is transferred evenly between the tea and the ice, resulting in no change in temperature.'], 'label': ['A', 'B', 'C', 'D']}",B
MDSA_2007_8_3,"Analyze the long-term environmental and economic impacts of deforestation by logging companies that do not engage in reforestation. How does this practice affect biodiversity, climate, and future resource availability?","{'text': ['Deforestation without reforestation leads to a temporary increase in biodiversity as new plant species quickly colonize the area.', 'The lack of reforestation contributes to soil erosion, loss of habitat, reduction in biodiversity, and long-term scarcity of timber resources, ultimately affecting both local economies and global climate.', 'Refraining from reforestation has no significant impact on climate or biodiversity, as forests naturally regenerate over time without human intervention.', 'The practice ensures the consistent availability of timber resources, as it encourages the growth of more commercially valuable tree species.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7094290,Analyze the historical development of the theory of abiogenesis and how it contrasts with biogenesis. What were the key experiments and scientific figures that contributed to the shift from spontaneous generation to a more modern understanding of the origin of life?,"{'text': [""The theory of abiogenesis was supported by Louis Pasteur's experiments, which demonstrated that life could spontaneously arise from non-living matter under certain conditions."", ""Francesco Redi's experiments with meat and flies provided evidence against spontaneous generation, while Louis Pasteur's swan-neck flask experiments further disproved it by demonstrating that microorganisms in the air were responsible for the growth of microbes."", ""Spontaneous generation was widely accepted until the mid-20th century when Stanley Miller's experiments showed that life could not originate from non-living matter."", ""The shift from abiogenesis to biogenesis was primarily driven by Charles Darwin's theory of evolution, which provided a framework for understanding the gradual development of life from simple to complex forms.""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7186568,"Analyze the function of lysosomes within eukaryotic cells. How do lysosomes interact with other organelles to facilitate the breakdown of macromolecules, and what are the consequences of lysosomal malfunction on cellular processes?","{'text': ['Lysosomes function independently of other organelles and are solely responsible for the digestion of macromolecules within the cell.', 'Lysosomes work in conjunction with the endoplasmic reticulum to synthesize proteins, and their malfunction leads to increased protein synthesis.', 'Lysosomes collaborate with the Golgi apparatus to receive hydrolytic enzymes, and their malfunction can result in the accumulation of undigested substrates, leading to cellular dysfunctions.', 'Lysosomes interact with mitochondria to provide energy for cellular respiration, and their malfunction results in increased mitochondrial activity.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_402216,"Analyze the process of electrolysis of water and compare it with other methods of hydrogen production in terms of efficiency, environmental impact, and practicality. What makes electrolysis a viable method for large-scale hydrogen production, and what are its limitations?","{'text': ['Electrolysis is the most efficient method for hydrogen production and has no environmental impact, but it is impractical for large-scale use due to high energy consumption.', 'Electrolysis produces hydrogen with zero carbon emissions when powered by renewable energy, but its efficiency is lower compared to steam methane reforming, which is cheaper but emits CO2.', 'Electrolysis is the least efficient method for hydrogen production, but it is favored for its ability to produce hydrogen at a lower cost than all other methods.', 'Electrolysis has the highest efficiency and lowest environmental impact compared to all other methods, making it the most practical option for any scale of hydrogen production.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_404894,Analyze the ecological role of penguins in their native habitats. How do their feeding habits and interactions with other marine species contribute to the ecosystem dynamics in the Antarctic region?,"{'text': ['Penguins primarily consume krill and small fish, which helps regulate the populations of these species and prevent overgrazing of phytoplankton.', 'Penguins are apex predators in the Antarctic food web, with no natural predators, making them crucial in controlling the population of seals.', 'Penguins contribute to the ecosystem by preying on large fish species, which helps maintain a balance between different trophic levels.', 'Penguins have a minimal impact on their ecosystem as they are primarily scavengers, feeding on dead marine organisms that wash ashore.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2002_8_11,"Analyze the concept of thermal equilibrium in the context of two bodies of different initial temperatures being placed in a room with a constant temperature. How does the heat transfer process work, and what is the expected outcome in terms of temperature distribution?","{'text': ['The two bodies will reach thermal equilibrium with each other, resulting in both having the same temperature as the room due to heat exchange with the environment.', ""The two bodies will remain at their initial temperatures, as the room's temperature is lower than the warmer body and higher than the cooler body, preventing heat exchange."", ""The two bodies will reach an intermediate temperature between their initial temperatures, while the room's temperature remains constant, due to heat exchange between the bodies only."", ""The two bodies will reach an equilibrium where their temperatures are equal to the average of their initial temperatures, without being influenced by the room's temperature.""], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_405086,"Analyze the meteorological processes involved in the formation of snow, rain, hail, and fog. What are the distinct atmospheric conditions that lead to each of these precipitation types, and how do they interact with temperature and humidity?","{'text': ['Snow forms when atmospheric temperatures are below freezing and moisture condenses directly into ice crystals, while rain occurs when temperatures are above freezing, allowing condensed moisture to fall as liquid.', 'Hail forms only during winter storms due to high winds, while fog is a result of high-altitude cloud formations that descend to ground level.', 'Hail is created in warm weather when updrafts in thunderstorms cause repeated freezing and melting cycles, while fog forms when warm air moves over cold water, causing condensation.', 'Rain and fog both require temperatures to be below freezing to form, whereas snow and hail can form in any temperature as long as there is sufficient humidity.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_408324,"Analyze the phase transition of a liquid to a solid state in the context of freezing a tray of juice. What are the molecular interactions and energy changes involved in this process, and how do they compare to the phase transitions of other substances?","{'text': ['The molecules in the juice lose kinetic energy and move closer together, forming a crystalline structure, similar to the freezing process of pure water.', 'The juice molecules gain kinetic energy, causing them to spread apart and transition into a gaseous state, unlike the freezing process of most liquids.', 'The juice undergoes sublimation, a direct phase transition from solid to gas, due to the decrease in temperature which is similar to the behavior of dry ice.', 'The juice remains in a liquid state as the temperature decreases, because unlike other substances, it does not undergo phase transitions.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7218820,"Analyze the differences between weather and climate and how they relate to the issuance of a flash flood warning. What are the key factors that distinguish a weather event from a climate pattern, and how does this distinction apply to understanding the implications of such warnings?","{'text': ['Weather refers to short-term atmospheric conditions, such as a flash flood, while climate refers to long-term patterns and averages of temperature and precipitation over time.', 'Weather and climate are essentially the same, both describing long-term atmospheric patterns that include events like flash floods.', 'A flash flood warning is an indicator of climate change rather than a temporary weather event, as it reflects long-term shifts in weather patterns.', 'Climate is determined by daily weather events, such as flash flood warnings, and is used to predict short-term weather conditions.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_412202,"Analyze how the color of light emitted by heated objects relates to their temperature. How does this phenomenon correspond to the principles of black-body radiation, and what assumptions are made in this context?","{'text': ['The color of light is directly proportional to the temperature, with blue light indicating the lowest temperature and red light the highest.', ""The color of light emitted is inversely proportional to the temperature, following Wien's Displacement Law, where shorter wavelengths correspond to higher temperatures."", 'The color emitted is independent of temperature and solely dependent on the material properties of the object.', ""The colors emitted are a result of the Doppler effect, which shifts the wavelengths based on the object's speed.""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_409139,"Analyze the ecological role of plankton in marine ecosystems, particularly in the context of energy transfer and nutrient cycling. How does their presence impact oceanic food webs, and what are the consequences of their fluctuation in population density?","{'text': ['Plankton are primary producers that convert solar energy into organic matter through photosynthesis, forming the base of the marine food web and supporting higher trophic levels.', 'Plankton primarily serve as decomposers in marine ecosystems, breaking down dead organic material and recycling nutrients back into the environment.', 'Plankton are primarily consumers that rely on feeding on other small marine organisms, having a negligible impact on the marine food web.', 'Plankton are predators at the top of the food chain, controlling populations of smaller marine organisms and stabilizing the ecosystem.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_400687,"Analyze the concept of buoyancy as it relates to the floating of a tree branch on water. How do the forces of buoyancy, gravity, and density interact to explain this phenomenon?","{'text': ['The tree branch floats because its density is greater than that of water, resulting in a net upward buoyant force.', ""The tree branch floats because the gravitational force acting on it is stronger than the buoyant force, causing it to remain on the water's surface."", 'The tree branch floats because its density is less than that of water, allowing the buoyant force to equal the gravitational force, enabling it to stay afloat.', 'The tree branch floats because the water exerts a downward force that is weaker than the gravitational pull on the branch, keeping it buoyant.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7171605,Analyze the process of fossil formation and stratigraphy. How does the position of fossils within rock layers help in understanding the geological history and relative ages of the fossils? What are the key principles involved in this analysis?,"{'text': ['The position of fossils within rock layers can help determine the absolute age of the fossils because deeper layers are always older than surface layers.', 'Fossils in different rock layers can indicate the relative ages of the fossils, with the principle of superposition stating that lower layers are older than higher layers, but not their absolute ages.', 'The principle of cross-cutting relationships states that fossils found in cross-cutting layers are always older than those in horizontal layers.', 'Fossil formation occurs independently of rock layer formation, so their positions within rock layers do not provide information about their ages.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7210245,Analyze the role of Earth's distance from the Sun in relation to the availability and properties of water critical for life. How do these properties interact with Earth's environmental conditions to support diverse ecosystems?,"{'text': [""Earth's distance from the Sun ensures that water remains in a gaseous state, maximizing its availability for atmospheric processes."", ""Earth's distance allows water to exist mainly in solid form, which is necessary for maintaining global temperature stability."", 'The distance allows water to exist in a liquid state, enabling its solvent properties to facilitate chemical reactions essential for life.', ""Earth's proximity to the Sun ensures that water is primarily in a plasma state, which is crucial for energy transfer in living organisms.""], 'label': ['A', 'B', 'C', 'D']}",C
AKDE&ED_2008_4_25,"Analyze the differences between the physical properties of solids, liquids, and gases at the molecular level. How do intermolecular forces contribute to these differences, and how does this affect the matter's behavior and characteristics?","{'text': ['Solids have strong intermolecular forces that keep molecules fixed in place, resulting in a definite shape and volume, while liquids have weaker forces allowing molecules to slide past each other, and gases have negligible forces allowing free movement.', 'Solids and liquids have the same molecular structure, but gases differ due to their higher energy levels, which is why gases do not have a fixed volume.', 'Intermolecular forces in gases are stronger than in liquids and solids, which accounts for their ability to expand and fill any container.', 'Liquids have stronger intermolecular forces than solids, which allows them to maintain a definite shape but not a definite volume.'], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_4_19,"Analyze the impact of the discovery of penicillin on modern medicine. How did this discovery alter the approach to treating bacterial infections, and what are the broader implications for public health and antibiotic resistance?","{'text': ['The discovery of penicillin led to the development of antibiotics, which have significantly reduced the mortality rate from bacterial infections, but overuse has contributed to the rise of antibiotic-resistant strains of bacteria.', ""Penicillin's discovery had little effect on modern medicine as it was quickly replaced by more advanced treatments, and it did not significantly alter public health outcomes."", 'The discovery of penicillin enabled the complete eradication of bacterial infections, eliminating the need for further research in combating such diseases.', 'Penicillin was primarily used for treating viral infections and had minimal impact on the approach to bacterial infections or public health.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_400402,"Analyze the factors that contribute to the frequency of natural events such as earthquakes, hurricanes, and floods. How do these factors interact to determine the most frequently occurring natural event globally?","{'text': ['Earthquakes occur most frequently due to tectonic plate movements, which are constant and widespread, affecting many regions worldwide.', 'Hurricanes are the most frequent because of their seasonal occurrence and the vast areas of ocean that contribute to their formation.', 'Floods are the most frequent due to the combination of various factors such as rainfall, river overflow, and human-induced changes to land surfaces, affecting both urban and rural areas.', ""Volcanic eruptions are the most frequent because of the continuous geological activity beneath the Earth's surface, especially in the Pacific Ring of Fire.""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7234308,Analyze the geological characteristics and processes associated with transform plate boundaries. What evidence would challenge the identification of a region as a transform boundary and suggest an alternative tectonic setting?,"{'text': ['The presence of deep ocean trenches and volcanic arcs, which are typically associated with convergent plate boundaries.', 'The observation of parallel fault lines with horizontal displacement and shallow earthquake activity.', 'The detection of mid-ocean ridges and seafloor spreading, indicating a divergent plate boundary.', 'The occurrence of frequent, shallow-focus earthquakes along a linear fault line.'], 'label': ['A', 'B', 'C', 'D']}",A
ACTAAP_2014_5_8,"Analyze how the sun's lifecycle and characteristics compare to that of a red giant star. What are the key differences in their stages and processes, and how do these differences impact their physical properties and eventual fate?","{'text': ['The sun is currently in its main sequence phase, where it primarily fuses hydrogen into helium, while a red giant is an advanced stage where helium is fused in the core after hydrogen is depleted.', 'The sun and a red giant are both in the same stage of stellar evolution, but a red giant has a larger mass and thus a faster fusion rate.', 'The sun has a smaller radius and lower luminosity compared to a red giant, but both have the same core composition.', 'The sun and a red giant both end their lifecycles as white dwarfs, with no differences in their evolutionary paths.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_400407,"Analyze the heliocentric model of the solar system proposed by Copernicus. How did it fundamentally change the understanding of planetary motion compared to the geocentric model, and what were the key observations that supported this shift?","{'text': ['The heliocentric model placed Earth at the center of the universe, simplifying planetary motion by explaining retrograde motion through epicycles.', 'The heliocentric model proposed circular orbits for planets around the Sun, which initially did not match the observed data until Kepler suggested elliptical orbits.', ""The heliocentric model was primarily supported by Aristotle's observations, which confirmed the Sun's central position through parallax measurements."", 'The heliocentric model did not affect the understanding of planetary motion significantly and was rejected until the modern era.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7116288,"Analyze the process of photosynthesis within plant cells. How do the components of the chloroplast interact to convert light energy into chemical energy, and how does this process compare to cellular respiration in terms of energy transformation and molecule involvement?","{'text': ['Photosynthesis occurs in the mitochondria, where glucose is broken down to release energy, while cellular respiration occurs in chloroplasts where light energy is captured to form glucose.', 'In photosynthesis, chlorophyll absorbs light energy to initiate a series of reactions in the stroma and thylakoid membranes, ultimately converting CO2 and H2O into glucose and O2, whereas cellular respiration uses glucose and O2 to produce ATP, CO2, and H2O in mitochondria.', 'Photosynthesis and cellular respiration both occur in the chloroplasts, where light energy is directly converted into ATP without the production of glucose.', 'In both photosynthesis and cellular respiration, the primary function is to fix nitrogen from the atmosphere into organic compounds.'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2004_9_15-v1,Analyze the working principles of hydraulic and pneumatic systems. How do the differences in their operational mediums lead to varied applications and efficiencies? What are the implications of these differences on system design and performance?,"{'text': ['Hydraulic systems use liquids that are incompressible, leading to higher force generation and stability, while pneumatic systems use gases that are compressible, resulting in faster but less forceful operations.', 'Both hydraulic and pneumatic systems use incompressible fluids, but hydraulic systems operate at lower pressures leading to more precise control.', 'Pneumatic systems are more efficient due to the incompressibility of gases, whereas hydraulic systems struggle with the compressibility of liquids, reducing their effectiveness.', 'Hydraulic systems use gases to generate force, providing more rapid speed and response, while pneumatic systems rely on liquids for sustained pressure and stability.'], 'label': ['A', 'B', 'C', 'D']}",A
NYSEDREGENTS_2015_4_26,"Analyze the behavior of bears scratching their backs against trees in the context of animal behavior and ecology. How does this behavior relate to other similar behaviors in the animal kingdom, and what ecological or biological functions might it serve?","{'text': ['The behavior is primarily for removing winter fur, but it also serves as a method for territorial marking by leaving scent from glands located near the back.', 'This behavior is unique to bears and does not have any parallels in other animal species, serving only to remove fur.', 'Scratching against trees is a behavior observed in many mammals and serves exclusively for grooming purposes, with no other ecological roles.', 'This behavior is purely instinctual with no significant ecological function, as it is only about comfort from itching.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_401620,Analyze the astronomical and atmospheric phenomena that contribute to the occurrence of a solar day. How do these elements interact to determine the length of a solar day and what variations can affect its precision?,"{'text': [""A solar day is determined solely by the Earth's rotation on its axis, with no influence from its orbit around the Sun."", 'A solar day is the result of the Earth completing a full rotation relative to the Sun, combined with its orbital motion around the Sun, which can cause slight variations in length.', ""A solar day is defined by the time it takes for a specific geographic location to rotate from sunrise to sunset, regardless of Earth's orbital motion."", 'A solar day is consistently 24 hours due to the synchronous rotation of the Earth with respect to the Sun, unaffected by any celestial or terrestrial factors.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400877,Analyze the concept of atomic mass in isotopes of carbon. How does the presence of neutrons influence the atomic mass and stability of different isotopes? What are the implications of these variations for chemical reactions and physical properties?,"{'text': ['The atomic mass of an isotope is determined solely by the number of protons, as neutrons do not contribute to the mass.', 'The presence of additional neutrons in isotopes increases the atomic mass, which can affect the stability and decay process, leading to variations in chemical behavior and physical properties.', 'Neutrons have negligible mass, so they do not significantly affect the atomic mass or stability of isotopes.', 'All isotopes of carbon have the same atomic mass, as the mass is determined only by the electron configuration.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7174213,"Analyze the factors affecting the speed of sound waves in different media. How do these factors interact and compare in influencing the speed of sound in solids, liquids, and gases?","{'text': ['The density of a medium has a greater impact on the speed of sound than its elasticity, making sound travel fastest in denser media.', ""The elasticity of a medium significantly affects the speed of sound, with sound traveling faster in media with higher elasticity due to the medium's ability to return to its original shape after deformation."", 'Temperature has no effect on the speed of sound in gases, but it greatly affects sound speed in solids and liquids.', 'The molecular structure of a medium is irrelevant to the speed of sound, as only external conditions like pressure and temperature matter.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2008_8_34,"Analyze the transformation of energy in a closed system as a child sleds down a snow-covered hill. How do potential and kinetic energy interact, and what role does friction play in this energy transformation?","{'text': ['As the child sleds down, potential energy is completely converted into kinetic energy, with no energy lost to friction.', 'The potential energy decreases while kinetic energy increases, and some energy is transformed into thermal energy due to friction between the sled and the snow.', 'Potential energy remains constant throughout the descent, while kinetic energy fluctuates depending on the slope of the hill.', 'Kinetic energy is converted into potential energy as the child sleds down, and friction has no effect on the energy transformation.'], 'label': ['A', 'B', 'C', 'D']}",B
