id,question,choices,answerKey
Mercury_7250058,"In the classification of cells, which characteristic is commonly used to differentiate prokaryotic cells from eukaryotic cells?","{'text': ['biological functions', 'differences in size', 'cell membranes', 'energy storage molecules'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7012740,What is the primary influence of the Sun on oceanic conditions?,"{'text': ['The Sun affects the creation of ocean waves.', 'The Sun generates water molecules.', 'Sunlight causes marine life to rise to the surface.', 'The Sun supplies nutrients.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_LBS10610,"In a city, the temperature is 41°F in the morning. If the day is expected to be sunny and mild, what is the likely temperature at 2:00 p.m.?","{'text': ['32°F', '41°F', '78°F', '98°F'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_407400,A science class wants to determine which brand of light bulb has the greatest lifespan. What should be the initial step in their experiment?,"{'text': ['""Repeat the experiment.""', '""Create a report of the findings.""', '""Prepare a table to log data.""', '""Observe the light bulbs daily.""'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7212993,What is the most prevalent greenhouse gas found in Earth's lower atmosphere?,"{'text': ['ozone', 'methane', 'water vapor', 'carbon dioxide'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_413240,What is the temperature at which water turns into ice?,"{'text': ['0 degrees Celsius', '32 degrees Fahrenheit', '100 degrees Celsius', '212 degrees Fahrenheit'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7186358,"Scientists have studied the fossilized remains of dinosaur bones and teeth for the past century. Recent finds have also unearthed details of soft tissues, like skin. What is the most appropriate action for a scientist to take when documenting dinosaur research today?","{'text': ['omit research on bones or teeth', 'speculate on future discoveries', 'evaluate new information as it is discovered', 'remove earlier studies lacking the new insights'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7166425,"Molly was making iced tea by steeping tea bags in hot water. To cool the tea rapidly, she transferred it into a pitcher filled with ice. Which option best explains the transfer of thermal energy?","{'text': [""'from the ice to the tea'"", ""'from the tea to the ice'"", ""'from the pitcher to the tea'"", ""'from the ice to the pitcher'""], 'label': ['A', 'B', 'C', 'D']}",B
MDSA_2007_8_3,Logging companies harvest trees in a forest and transport them to distant lumber mills. These mills produce boards for construction purposes. Some logging companies do not replant tree seedlings after harvesting. How might the lack of tree replanting affect future supply for those needing boards?,"{'text': ['the cost of boards will rise', 'the cost of boards will fall', 'an increased availability of boards', 'an increase in trees ready for logging'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7094290,"Historically, it was believed that life could emerge from inanimate objects, such as flies originating from decaying meat. What primarily led to the disproof of this theory?","{'text': [""'the understanding of atomic structure.'"", ""'advancements in surgical methods.'"", ""'ongoing scientific experimentation.'"", ""'the development of the microscope.'""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7186568,"Cells utilize nutrients for energy, and certain organelles assist in breaking down these nutrients. What is the primary function of lysosomes in nutrient digestion within the cell?","{'text': ['synthesizing proteins', 'decomposing waste products', 'regulating cellular activities', 'transforming energy forms'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_402216,"When water (H2O) undergoes electrolysis, it decomposes into hydrogen and oxygen gases. Which chemical equation correctly represents this process?","{'text': ['H2O -> H + O + H', '2H2O(l) -> 2H2(g) + O2(g)', 'H:O:H -> H2O', 'H2O(l) -> 2H(g) + O(g)'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_404894,What is a true statement about penguins?,"{'text': ['Penguins can thrive in environments with freezing temperatures.', 'Penguins are known for being very competitive.', 'Penguins are considered some of the most beautiful birds.', 'Penguins are ideal pets.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2002_8_11,"Two glasses of water are placed in a room where the temperature is constantly 73°F. One glass has water at 110°F, and the other at 50°F. If left in the room overnight, what will be the approximate temperature of the water in both glasses the following day?","{'text': ['45°F', '55°F', '73°F', '95°F'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_405086,"Which of the following are snow, rain, hail, and fog examples of?","{'text': [""'gas'"", ""'water'"", ""'wind'"", ""'clouds'""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_408324,"Scott placed a tray filled with juice in the freezer. When he checked the freezer the following day, what likely happened to the juice?","{'text': ['""It turned into a liquid.""', '""It disappeared.""', '""It changed to a gas.""', '""It froze into a solid.""'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7218820,"On August 21, a flash flood warning was announced for the Las Vegas region. How should this warning be interpreted in terms of weather and climate?","{'text': ['It is a regular climate condition experienced all year round.', 'It is a weather pattern that occurs seasonally with unpredictable frequency.', 'It is a consistent weather phenomenon during the season it takes place.', 'It is an unusual event that does not align with the typical local climate and weather.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_412202,"During a classroom experiment, students heated three different items to various temperatures. Each item gave off light of a distinct color as follows: Item 1: blue light, Item 2: red light, Item 3: orange light. Which sequence arranges the items from the highest temperature to the lowest?","{'text': [""'Item 1, Item 2, Item 3'"", ""'Item 1, Item 3, Item 2'"", ""'Item 2, Item 1, Item 3'"", ""'Item 2, Item 3, Item 1'""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_409139,Small organisms known as plankton inhabit the seas. Some plankton can harness energy from sunlight to produce food. In what way are plankton most beneficial to marine animals?,"{'text': ['Plankton have vibrant colors.', 'Plankton purify the water.', 'Plankton produce oxygen.', 'Plankton multiply rapidly.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_400687,What is the primary reason a tree branch floats on water?,"{'text': ['""Wood has a porous structure.""', '""Wood has buoyancy.""', '""Wood has low density.""', '""Wood has magnetic properties.""'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7171605,"During a lab session, students examine two fossils. They know from their teacher that these fossils originated from separate rock layers. What information are the students most likely able to infer solely from observing the fossils?","{'text': ['the cause of death for each organism', 'the precise age of the fossils', 'the date the fossils were unearthed', 'the kind of environment the organisms inhabited'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7210245,The distance of Earth from the Sun allows water to be readily accessible. Which characteristic of water is most crucial for living organisms?,"{'text': ['""its ability to solidify""', '""its specific heat capacity""', '""its ability to remain liquid""', '""its strong surface tension""'], 'label': ['A', 'B', 'C', 'D']}",C
AKDE&ED_2008_4_25,Which of the following statements accurately describes a characteristic of a form of matter?,"{'text': [""'Air consists of a mixture of gases.'"", ""'Ice is composed of a mixture of gases.'"", ""'Air is found in a liquid state.'"", ""'Ice exists as a liquid.'""], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_4_19,Which of the following is a beneficial outcome of a scientific discovery?,"{'text': ['It leads to better understanding of natural phenomena.', 'It causes dissatisfaction among some individuals.', 'It requires a long time before becoming practical.', 'It makes tasks more challenging.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400402,Which natural phenomenon happens most frequently?,"{'text': ['""sunrise""', '""equinox""', '""full moon""', '""solar eclipse""'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7234308,A geoscientist identifies a lengthy zone where earthquakes originate and concludes that it is a transform fault boundary. What observation might lead the scientist to reconsider this conclusion?,"{'text': ['There is significant volcanic activity in the region.', 'Earthquake epicenters in the area are at shallow depths.', 'The region exhibits significant sedimentary faulting.', 'Similar crustal densities are observed on both sides of the region.'], 'label': ['A', 'B', 'C', 'D']}",A
ACTAAP_2014_5_8,How would the sun appear in comparison to another star of a different size if they were placed side by side?,"{'text': ['The sun would appear massive compared to an average star.', 'The sun would look small next to one of the largest stars.', 'The sun would shine brilliantly next to an average star.', 'The sun would appear faint next to one of the smallest stars.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400407,What is accurate concerning the arrangement of planets in the solar system?,"{'text': ['The gaseous planets are nearest to the Sun.', 'The rocky planets are nearer to the Sun.', 'Planets are ordered by increasing size.', 'Rocky planets are significantly larger than gaseous planets.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7116288,What is the primary role of photosynthetic cells in plants?,"{'text': ['to transform oxygen into carbon dioxide', 'to decompose sugar into usable substances', 'to convert sunlight energy into food energy', 'to facilitate the entry of carbon dioxide into the plant'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2004_9_15-v1,What is the main distinction between hydraulic and pneumatic systems?,"{'text': ['Hydraulic systems operate under pressure while pneumatic systems do not.', 'Hydraulic systems utilize liquids, whereas pneumatic systems use gases.', 'Hydraulic systems are designed as open systems, unlike pneumatic systems which are closed.', 'Hydraulic systems deal with moving fluids, while pneumatic systems handle stationary fluids.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2015_4_26,"During spring and early summer, bears scratch their backs on trees to shed their winter fur. This behavior is an example of an animal","{'text': ['completing its life cycle', 'beginning hibernation', 'adapting to its surroundings', 'getting ready for migration'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401620,Which of the following happens once every day?,"{'text': ['The Moon appears in the sky.', 'A new Moon phase begins.', 'The Moon completes all its phases.', 'The Moon aligns directly with the Sun.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_400877,"Determine the mass number of a carbon atom that consists of 6 protons, 7 neutrons, and 6 electrons.","{'text': ['6', '7', '13', '19'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7174213,"As a sound wave moves through different materials, which aspect greatly influences its speed?","{'text': [""the wave's frequency"", ""the wave's wavelength"", 'the origin of the sound', 'the spacing between molecules in the material'], 'label': ['A', 'B', 'C', 'D']}",D
NYSEDREGENTS_2008_8_34,"What is the most accurate description of the energy transformations taking place as a child rides a sled down a snowy, steep hill?","{'text': [""The sled's kinetic energy decreases while its potential energy increases."", ""The sled's kinetic energy increases while its potential energy decreases."", ""Both the sled's potential energy and kinetic energy decrease."", ""Both the sled's potential energy and kinetic energy increase.""], 'label': ['1', '2', '3', '4']}",2
Mercury_7212398,What is the most effective method for separating salt from water?,"{'text': [""'heating.'"", ""'using oil.'"", ""'applying a magnet.'"", ""'adding rubbing alcohol.'""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_401290,Which tool is most effective for mapping the landscape of the United States?,"{'text': [""'radar'"", ""'compass'"", ""'satellite'"", ""'radio'""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_402120,Which instrument is most suitable for measuring the time it takes for a cup of water to reach boiling point?,"{'text': ['""scale""', '""heating plate""', '""timer""', '""temperature gauge""'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_184975,Scientists evaluate various factors to assess the relatedness of organisms. Which of the following is not considered?,"{'text': ['Embryonic structures', 'Homologous structures', 'Analogous structures', 'Vestigial structures'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400578,Which of the following is an instance of a behavior that is acquired through learning?,"{'text': ['A tiger learns to hunt its prey.', 'A mouse instinctively flees from a coyote.', 'A salmon instinctively swims upstream to spawn.', 'A woodpecker instinctively pecks at a tree to find insects.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2001_8_4,"If 20 grams of liquid hydrogen peroxide decomposes completely into liquid water and oxygen gas upon heating, what is the total mass of the resulting water and oxygen?","{'text': ['more than 20 grams due to the addition of heat', 'more than 20 grams because there are now two different substances', 'less than 20 grams since oxygen gas has a very low mass', '20 grams because no matter is gained or lost'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2003_5_33,Air is invisible and colorless but it occupies space. What can be done to demonstrate that air takes up space?,"{'text': ['watch the formation of clouds', 'check the air temperature', 'inflate a balloon or beach ball', 'weigh a glass before and after adding water'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7068513,What geological process is most likely responsible for the creation of Mount St. Helens?,"{'text': [""'converging plates'"", ""'diverging plates'"", ""'transform boundaries'"", ""'rift zones'""], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_4_26,Which scenario illustrates an interaction between a living organism and a nonliving element?,"{'text': ['An insect serves as nourishment for a salmon.', 'Water transports a rock along a stream.', 'A tree absorbs a gas from the atmosphere.', 'A flower produces food for a butterfly.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7235638,"What phenomenon, evidenced by surface-cracking patterns, suggests the presence of a liquid ocean beneath the icy exterior of Europa as captured by images from the Voyager and Galileo spacecraft?","{'text': ['""volcanic eruptions""', '""tectonic activities""', '""asteroid impacts""', '""solar flares""'], 'label': ['A', 'B', 'C', 'D']}",C
MDSA_2009_5_20,"Natural resources on our planet can be categorized as either renewable or nonrenewable based on their rate of replacement. If a resource is consumed more quickly than it can be replenished, it will eventually be depleted. Which of the following activities illustrates the use of a nonrenewable resource?","{'text': ['A group of friends goes swimming in a river.', 'A team of workers constructs an iron bridge.', 'A gardener cultivates vegetables for sale at a nearby market.', 'Someone uses electricity from a hydroelectric station to bake a cake.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_178325,"Researchers observed various populations of largemouth bass in distinct geographical areas, collecting data on the size, quantity, and weight of the fish. Which option is the most appropriate for documenting this information?","{'text': ['""a map""', '""a diagram""', '""a chart""', '""a graph""'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7212678,"A bar magnet was rapidly moved back and forth inside a coil of copper wire, with its ends connected to a small lightbulb. What was the purpose of this setup?","{'text': ['""to produce an electric current""', '""to enhance the magnet\'s power""', '""to warm up the copper wire""', '""to move protons to the lightbulb""'], 'label': ['A', 'B', 'C', 'D']}",A
TAKS_2009_8_32,Which of these characteristics is most affected by environmental factors?,"{'text': ['Body weight', 'Eye color', 'Blood type', 'Color blindness'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_412681,"Which action will most significantly increase the gravitational pull between two masses, m1 and m2?","{'text': ['Reduce the mass of m1 by half and reduce the distance between m1 and m2 by half.', 'Reduce the mass of m1 by half and increase the distance between m1 and m2 by double.', 'Double the mass of m1 and reduce the distance between m1 and m2 by half.', 'Double the mass of m1 and double the distance between m1 and m2.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_400440,Identify the products of the following reaction: HCl + NaOH ->,"{'text': [""'Na + Cl2'"", ""'NaCl + OH'"", ""'NaOH + Cl'"", ""'NaCl + H2O'""], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_416529,What is the primary reason that the majority of leaves on forest trees are located near the top of the tree?,"{'text': ['To distribute seeds', 'To absorb sunlight', 'To provide shade for the trunk', 'To gather water'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2006_8_1,"Which body system is most closely related to gas exchange, the diaphragm, and the process of inhalation?","{'text': ['circulatory', 'digestive', 'excretory', 'respiratory'], 'label': ['A', 'B', 'C', 'D']}",D
TIMSS_2003_8_pg80,Which organ in fish performs a function similar to that of the human lung?,"{'text': [""'kidney'"", ""'heart'"", ""'gill'"", ""'skin'""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_416645,"Dominic is examining both a volvox colony and a paramecium under his microscope. In his journal, he notes a similarity: both organisms possess numerous organelles for movement. What is Dominic most likely to observe regarding how the volvox colony and the paramecium navigate?","{'text': ['""They both have the same speed of movement.""', '""They both move away from light sources.""', '""They both travel in the same direction.""', '""They both move towards an energy source.""'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_406777,What makes sexual reproduction produce greater genetic variation compared to asexual reproduction?,"{'text': ['Genetic material is inherited from two different parents.', 'This method of reproduction is more common among organisms.', 'The offspring develop in varied environments.', 'The offspring are produced by genetically identical parents.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_LBS11018,"During some experiments, students are examining the hardness of different materials. Material X can scratch material Y, material Y can scratch material Z, and material Z can scratch material W. Which statement accurately describes the hardness of material W?","{'text': ['Material W is the softest among the four materials tested.', 'Material W is the hardest among the four materials tested.', 'Material W is capable of scratching material Y.', 'Material W is capable of scratching material X.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7139878,Researchers have examined the agricultural yield of crops in mountainous valleys. Some of these valleys exhibit higher productivity compared to others. Which factor is most likely responsible for the enhanced productivity in certain mountain valleys?,"{'text': ['soil leaching', 'rate of evaporation', 'rainwater runoff', 'levels of sunlight'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_417147,Which of the following is not a source of the salt found in ocean water?,"{'text': ['weathering of land.', 'melting of glacial ice.', 'volcanic activity.', 'chemical reactions at the ocean floor.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7016765,What primarily contributes to the occurrence of rainstorms?,"{'text': [""'The Sun heats the Earth.'"", ""'Moist air is directed upward by mountains.'"", ""'Droplets form when water is cooled.'"", ""'A large portion of Earth's surface is water.'""], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_415303,"Plants on Earth need soil, air, water, and sunlight to survive. How many of these elements are required for supporting life on the moon or another planet?","{'text': ['4', '3', '2', '1'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7215845,What tool would be most effective for a student trying to separate aluminum screws from steel screws?,"{'text': ['A large funnel', 'A screen filter', 'A magnet', 'A magnifying glass'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7136885,"Scientists are predicting that due to the impact of greenhouse gases on Earth's climate, both the frequency and intensity of hurricanes might rise. For this to happen, climate change would need to influence Earth by altering the","{'text': [""'ocean current speeds.'"", ""'chemical makeup of the oceans.'"", ""'depth of the ocean waters.'"", ""'levels of dissolved oxygen in the oceans.'""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400059,"Over an extended period, the action of running water in a river erodes its bed. What is the result of this erosion on the river?","{'text': ['""cease flowing.""', '""form waves.""', '""travel faster and cleaner.""', '""become deeper and wider.""'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7044328,What do scientists mean when they talk about conservation?,"{'text': ['the nonliving components of the ecosystem', 'the organisms that inhabit an environment', 'the well-being of organisms in the ecosystem', 'the safeguarding, management, and restoration of resources'], 'label': ['A', 'B', 'C', 'D']}",D
MEA_2010_8_1,Which celestial body in our solar system emits light by itself?,"{'text': ['the Sun alone', 'the Sun and the Moon', 'the Sun, the Moon, and certain planets', 'the Sun, the Moon, some planets, and comets'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_414099,"A student studied illustrations of two distinct cells. One was a prokaryotic cell, and the other was a eukaryotic cell. What should the student examine to determine a key difference between the two illustrations?","{'text': ['compare the shapes of the two cells', 'look for the presence of a nucleus in the diagrams', 'check for cytoplasm in both diagrams', 'compare the number of vacuoles in the cells'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_410807,In which situation would it be advantageous for a tadpole to undergo metamorphosis more quickly?,"{'text': ['when tadpoles need to start swimming right away', 'when their habitat has a scarcity of water', 'when there is a reduction in predator numbers', 'when tadpoles must camouflage with their environment'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_403234,A 20 N object begins to slide on a flat surface. What is the most plausible cause of its motion?,"{'text': ['The gravitational force on the object is balanced.', 'An unbalanced force leads to acceleration.', 'Friction acts on the object.', 'The forces acting on the object balance each other.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7011323,Which of the following materials breaks down quickest in the environment?,"{'text': ['freshly cut grass', 'disposable paper cups', 'old newspapers', 'felled trees'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7109463,"In the carbon cycle, which process typically requires the most time to occur?","{'text': [""'release of waste'"", ""'animal respiration'"", ""'plant photosynthesis'"", ""'fossil fuel formation'""], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_401277,Many deep-sea creatures have the ability to emit light. What is the primary purpose of this light production?,"{'text': ['navigating through the ocean', 'generating oxygen', 'luring prey', 'avoiding predators'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2005_5_25,"At -5°C, what state of matter is a sample of 25 water in?","{'text': ['""a gas""', '""a liquid""', '""a solid""', '""a vapor""'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_401272,Thomas Edison is most likely credited with inventing the light bulb through the use of,"{'text': ['""burning candles.""', '""atomic theories.""', '""reflected illumination.""', '""the scientific method.""'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7103600,A student is studying how different fertilizers affect corn plants by following these steps: 1. Planting groups of corn plants in identical soil and placing them in full sunlight. 2. Applying the same quantity of various brands of fertilizer to each group. 3. Watering the plants for 5 minutes daily. 4. Recording the height of the plants every day. What is the independent variable in this experiment?,"{'text': ['type of plant', 'height of plant', 'amount of fertilizer', 'brand of fertilizer'], 'label': ['A', 'B', 'C', 'D']}",D
MDSA_2009_8_2,Each planet in our solar system has its own unique rotation period. What is Earth's rotation period?,"{'text': ['24 hours', '28 days', '13 weeks', '1 year'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7127943,"In the early 1600s, scientists observed that the continents seemed to fit together like puzzle pieces. The concept that continents were once connected and have since drifted was initially not widely accepted. In the 1940s, technology used in submarines provided evidence for continental movement. What capability did this technology give scientists?","{'text': [""to describe the mechanism responsible for the continents' movement"", 'to dismiss the glacial evidence as irrelevant', 'to account for the extinction of the dinosaurs', 'to doubt that the continents were ever united'], 'label': ['A', 'B', 'C', 'D']}",A
ACTAAP_2009_7_8,Which statement below qualifies as a scientific hypothesis?,"{'text': ['Flossing has been shown to effectively enhance oral health.', 'Microorganisms are the cause of many infectious diseases, including gum disease.', 'Methods that reduce oral bacteria generally lead to improved oral health.', 'Daily flossing is likely to reduce the risk of gum disease compared to weekly flossing.'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2006_9_43,A pitcher throws a baseball weighing 0.15 kg at a speed of 40 m/s. What is the baseball's momentum at this speed?,"{'text': ['0.025 kg x m/s', '3.8 kg x m/s', '6.0 kg x m/s', '270 kg x m/s'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7252088,What is a possible way that a mutation in a somatic cell could negatively impact an organism?,"{'text': ['creating a dominant allele', 'disrupting gamete production', 'causing tumors in tissue', 'being inherited by the next generation'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7084665,Which of the following is most likely visible to the naked eye on a clear night?,"{'text': ['The Milky Way galaxy', 'Moons of other planets', 'Asteroids', 'Pluto'], 'label': ['A', 'B', 'C', 'D']}",A
FCAT_2008_5_2,The stem serves a crucial function in many plants. Which of the following options best represents the role of a plant's stem?,"{'text': ['an anchor securing a ship to the ocean floor', 'a bakery producing loaves of bread', 'a bright billboard drawing customers into a shop', 'an escalator moving goods between different levels'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_414041,Students add salt to one jar of water and pepper to another. What is the best comparison of the contents of the two jars?,"{'text': ['""Only the salt and water is a solution.""', '""Only the pepper and water is a mixture.""', '""Both jars contain mixtures.""', '""Both jars contain solutions.""'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2014_8_20,A group of students wants to build 20 paper sailboats for a competition. They need to choose a design and gather the necessary materials to construct the boats. What is the best method for the students to ensure the sailboats will remain stable and not tip over in the water?,"{'text': ['create and test a prototype of a sailboat', 'measure the total weight of all the completed sailboats', 'find out how much weight each sailboat can support', 'evaluate the durability of each material used in the sailboats'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_401116,What is the purpose of a carbon monoxide detector in households?,"{'text': ['signal residents about a potential fire hazard.', 'notify residents when there is a presence of a harmful gas.', 'remind individuals to check the smoke alarm.', 'inform people about a rise in home temperature.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7064680,The ability of gases to be compressed and to expand to occupy their containers are characteristics of what?,"{'text': ['changes in state', 'states of matter', 'properties of matter', 'changes in properties'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7211680,Studies indicate that mice can be trained to push a lever to receive food. This ability to learn can aid mice in surviving in natural settings by enabling them to,"{'text': ['select an optimal environment suited to their adaptations.', 'transmit advantageous behavior genes to their offspring.', 'modify their actions based on previous experiences.', 'transform their surroundings in advantageous ways.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_180373,What is the process by which sedimentary rocks are formed?,"{'text': [""'Cooling of magma or lava.'"", ""'Compression of materials over time.'"", ""'Mineral transformation through chemical reactions.'"", ""'Fragmentation due to seismic activity.'""], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7216248,What cellular components can be found in both plant and animal cells?,"{'text': ['vacuole, chloroplast, nucleus', 'cell membrane, nucleus, mitochondria', 'nucleus, cell wall, cell membrane', 'mitochondria, vacuole, cell wall'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_417677,"On a sunny day, a metal ball appears shiny. What causes this shininess?","{'text': ['The ball generates light.', 'The ball reflects light.', 'The ball absorbs light and then emits it.', 'The ball absorbs light and retains it.'], 'label': ['A', 'B', 'C', 'D']}",B
