id,question,choices,answerKey
Mercury_SC_413240,"What is the precise definition of the Celsius temperature scale, particularly focusing on the point at which water transitions from liquid to solid?","{'text': ['The Celsius scale is defined by the freezing point of water at 0°C and the boiling point at 100°C, under standard atmospheric pressure.', 'The Celsius scale is defined by the freezing point of water at 0°C and the boiling point at 212°F, under any atmospheric pressure.', 'The Celsius scale is defined by the freezing point of water at 32°C and the boiling point at 212°C, under standard atmospheric pressure.', 'The Celsius scale is defined by the freezing point of water at 32°F and the boiling point at 100°C, under any atmospheric pressure.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7186358,What is the primary method used by paleontologists to determine the age of dinosaur fossils?,"{'text': ['Radiocarbon dating', 'Luminescence dating', 'Uranium-lead dating', 'Stratigraphy'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7166425,What is the precise definition of thermal energy and its fundamental principle regarding heat flow?,"{'text': ['Thermal energy is the energy contained within a system that is responsible for its temperature, and it always flows from colder to hotter objects.', 'Thermal energy is the energy contained within a system that is responsible for its temperature, and it always flows from hotter to colder objects.', 'Thermal energy is the kinetic energy of molecules in a system, and it flows from areas of high molecular speed to low molecular speed.', 'Thermal energy is the potential energy stored in chemical bonds, and it can flow in any direction regardless of the temperature difference.'], 'label': ['A', 'B', 'C', 'D']}",B
MDSA_2007_8_3,"What is the formal definition of deforestation, including its primary causes and impacts on ecosystems?","{'text': ['Deforestation is the large-scale removal of forest trees without replanting, primarily caused by natural disasters and leading to increased biodiversity.', 'Deforestation is the clearing of forested land, typically for agricultural or commercial purposes, resulting in habitat loss, climate change, and biodiversity reduction.', 'Deforestation is a process where forests grow over time naturally, leading to increased carbon sequestration and biodiversity.', 'Deforestation refers to the selective cutting of trees in a forest for creating recreational areas, with minimal impact on ecosystems.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7094290,"What is the principle that states living organisms cannot arise from non-living matter, and who was the scientist primarily responsible for disproving the spontaneous generation theory?","{'text': ['The principle of abiogenesis, disproven by Louis Pasteur.', 'The principle of biogenesis, disproven by Francesco Redi.', 'The principle of biogenesis, disproven by Louis Pasteur.', 'The principle of spontaneous generation, disproven by Aristotle.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7186568,What is the comprehensive definition and primary function of lysosomes in eukaryotic cells?,"{'text': ['Lysosomes are organelles that synthesize proteins and are involved in energy production.', 'Lysosomes are membrane-bound organelles containing enzymes that break down waste materials, cellular debris, and foreign substances in the cell.', 'Lysosomes are organelles responsible for transporting nutrients throughout the cell and producing ATP.', 'Lysosomes are organelles that store lipids and are involved in the synthesis of carbohydrates.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_402216,"What is the complete chemical equation for the electrolysis of water, including phase symbols and coefficients?","{'text': ['2H₂O(l) → 2H₂(g) + O₂(g)', 'H₂O(l) → H₂(g) + O₂(g)', '2H₂O(l) → H₂(g) + O₂(g)', 'H₂O(l) → 2H₂(g) + O₂(g)'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_404894,What is the precise taxonomic classification of penguins down to the family level?,"{'text': ['Animalia, Chordata, Aves, Spheniscidae', 'Animalia, Chordata, Mammalia, Spheniscidae', 'Animalia, Chordata, Aves, Anatidae', 'Animalia, Chordata, Mammalia, Anatidae'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2002_8_11,What is Newton's Law of Cooling and how does it mathematically describe the rate of temperature change of an object relative to its surroundings?,"{'text': [""Newton's Law of Cooling states that the rate of change of temperature of an object is proportional to the difference in temperature between the object and its surroundings, expressed as \\\\( \\\\frac{dT}{dt} = -k(T - T_{env}) \\\\) where \\\\( T \\\\) is the temperature of the object, \\\\( T_{env} \\\\) is the ambient temperature, and \\\\( k \\\\) is a positive constant."", ""Newton's Law of Cooling states that the temperature of an object changes at a constant rate regardless of the temperature difference with its surroundings, mathematically expressed as \\\\( \\\\frac{dT}{dt} = -k \\\\)."", ""Newton's Law of Cooling implies that objects will cool down to absolute zero if left in a cooler environment, described by the equation \\\\( T = T_0 e^{-kt} \\\\), where \\\\( T_0 \\\\) is the initial temperature."", ""Newton's Law of Cooling states that the temperature difference between an object and its surroundings decreases linearly with time, without involving any exponential factors.""], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_405086,"What is the precise scientific classification for snow, rain, hail, and fog as forms of precipitation, and how are they fundamentally defined?","{'text': ['Snow, rain, hail, and fog are all forms of precipitation, which are defined as any form of water - liquid or solid - falling from the atmosphere to the ground.', 'Snow, rain, hail, and fog are forms of condensation, defined as the transition from the gaseous phase into the liquid phase.', 'Snow, rain, hail, and fog are classified as atmospheric phenomena that involve changes in air pressure.', 'Snow, rain, hail, and fog are all forms of sublimation, which is the transition of a substance from a solid to a gas without passing through the liquid phase.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_408324,What is the exact scientific term and process name for the transformation of a liquid into a solid state as experienced with juice when placed in a freezer?,"{'text': ['Evaporation, the process of liquid turning into vapor.', 'Condensation, the process of vapor turning into liquid.', 'Freezing, the process of a liquid turning into a solid.', 'Sublimation, the process of a solid turning directly into a gas.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7218820,What is the precise definition of a flash flood warning issued by meteorological services?,"{'text': ['A flash flood warning is issued when conditions are favorable for a flash flood to occur in the near future.', 'A flash flood warning is issued when a flash flood is imminent or occurring in the warned area, and immediate action is required to protect life and property.', 'A flash flood warning is a long-term forecast indicating the possibility of flash floods over a wide area.', 'A flash flood warning is an advisory that suggests monitoring weather conditions, but no immediate danger is present.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_412202,"What is the fundamental principle that describes the relationship between the temperature of an object and the color of light it emits, known as Wien's Displacement Law?","{'text': [""Wien's Displacement Law states that the wavelength of peak emission is directly proportional to the temperature of the object."", ""Wien's Displacement Law states that the frequency of peak emission is inversely proportional to the temperature of the object."", ""Wien's Displacement Law states that the wavelength of peak emission is inversely proportional to the temperature of the object."", ""Wien's Displacement Law states that the intensity of emitted radiation is directly proportional to the temperature of the object.""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_409139,What is the primary role of phytoplankton in the ocean ecosystem regarding the global carbon cycle?,"{'text': ['Phytoplankton are the main decomposers in the ocean, breaking down organic matter and releasing carbon dioxide into the atmosphere.', 'Phytoplankton photosynthesize, capturing carbon dioxide and converting it into organic matter, which is a crucial step in the oceanic carbon cycle.', 'Phytoplankton are responsible for the majority of nitrogen fixation in the ocean, providing nutrients to marine life.', 'Phytoplankton primarily consume dissolved carbon in the ocean and convert it into carbon monoxide, which is then released into the atmosphere.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400687,"What is the principle that explains why objects less dense than water float, and who is credited with its discovery?","{'text': [""Archimedes' Principle, discovered by Archimedes."", ""Pascal's Law, discovered by Blaise Pascal."", ""Bernoulli's Principle, discovered by Daniel Bernoulli."", ""Torricelli's Law, discovered by Evangelista Torricelli.""], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7171605,What is the principle of stratigraphy regarding the relative dating of rock layers?,"{'text': ['The principle of stratigraphy states that rock layers are deposited in a time sequence, with the oldest on the bottom and the youngest on the top.', 'The principle of stratigraphy asserts that all rock layers are the same age regardless of their position.', 'The principle of stratigraphy suggests that fossils within the same rock layer are from different time periods.', 'The principle of stratigraphy indicates that rock layers are random in age and cannot be used for dating fossils.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7210245,What is the precise definition and significance of the property of water known as 'high specific heat capacity'?,"{'text': ['High specific heat capacity means water can absorb a lot of heat without a significant rise in temperature, which helps stabilize the climate and maintain stable temperatures in living organisms.', ""High specific heat capacity refers to water's ability to dissolve a wide range of substances, making it an excellent solvent."", 'High specific heat capacity is the phenomenon where water expands upon freezing, which allows ice to float on liquid water.', 'High specific heat capacity describes the ability of water to conduct electricity, which is crucial for cellular processes.'], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_4_25,Which of the following statements accurately defines the property of matter known as 'density'?,"{'text': ['Density is the total mass of an object divided by its volume.', 'Density is the amount of space an object occupies regardless of its mass.', 'Density is the weight of an object divided by the gravitational force acting on it.', 'Density is the total volume of an object multiplied by its mass.'], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_4_19,"What is the definition of a scientific discovery, and what are the criteria that classify an event or finding as a scientific discovery?","{'text': ['A scientific discovery is any event that occurs during an experiment, regardless of its significance, and it does not require validation by the scientific community.', 'A scientific discovery is a new finding that must be verified, peer-reviewed, and accepted by the scientific community, contributing to the existing body of scientific knowledge.', 'A scientific discovery is an observation that leads to a new hypothesis, which must be proven true immediately after the initial observation.', 'A scientific discovery is the identification of a novel phenomenon that can only occur in theoretical physics and requires no empirical evidence.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400402,What is the precise definition of a natural event in environmental science?,"{'text': ['A natural event is any phenomenon that occurs in nature without human intervention and includes processes like volcanic eruptions, earthquakes, and tornadoes.', 'A natural event is any occurrence in the natural world that is influenced by human activities and results in environmental changes.', 'A natural event refers to any event that occurs in a natural setting, regardless of whether it is caused by humans or naturally occurring processes.', 'A natural event is a phenomenon that only occurs in the atmosphere, such as storms or precipitation, and excludes geological or biological processes.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7234308,What is the formal definition of a transform plate boundary in plate tectonics?,"{'text': ['A transform plate boundary is where two tectonic plates are moving towards each other, leading to the formation of mountains.', 'A transform plate boundary is where two tectonic plates are moving away from each other, leading to the formation of new crust.', 'A transform plate boundary is where two tectonic plates slide past each other horizontally, resulting in earthquakes.', 'A transform plate boundary is where one tectonic plate is forced under another, leading to volcanic activity.'], 'label': ['A', 'B', 'C', 'D']}",C
ACTAAP_2014_5_8,"What is the classification of the Sun in terms of its spectral type and luminosity class within the Morgan-Keenan system, and what do these classifications indicate about its temperature and size?","{'text': ['The Sun is classified as a G2V star, indicating it is a white dwarf with high temperature and small size.', 'The Sun is classified as a K2III star, indicating it is a giant star with a cooler temperature and larger size than the Sun.', 'The Sun is classified as a G2V star, indicating it is a main-sequence star with a moderate temperature and size.', 'The Sun is classified as an M1V star, indicating it is a red dwarf with low temperature and small size.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_400407,"What is the precise definition of the heliocentric model of the solar system, including its main proponent and fundamental principles?","{'text': ['The heliocentric model is a model of the solar system where Earth is at the center, and all planets, including the Sun, revolve around it, first proposed by Claudius Ptolemy.', 'The heliocentric model is a model of the solar system where the Sun is at the center, and all planets, including Earth, revolve around it, first proposed by Nicolaus Copernicus.', 'The heliocentric model is a model of the solar system where Earth and the Sun revolve around a common center, first proposed by Aristotle.', 'The heliocentric model is a solar system model where the Sun and Earth are treated as equal centers, first popularized by Galileo Galilei.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7116288,"Which specific organelle within plant cells is primarily responsible for carrying out the process of photosynthesis, and what key pigment does it contain that is essential for capturing light energy?","{'text': ['The mitochondrion, which contains chlorophyll.', 'The chloroplast, which contains chlorophyll.', 'The chloroplast, which contains hemoglobin.', 'The nucleus, which contains chlorophyll.'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2004_9_15-v1,What is the fundamental difference in the medium used for transmitting power in hydraulic and pneumatic systems?,"{'text': ['Hydraulic systems use compressible gases, while pneumatic systems use incompressible liquids.', 'Hydraulic systems use incompressible liquids, while pneumatic systems use compressible gases.', 'Both hydraulic and pneumatic systems use compressible gases.', 'Both hydraulic and pneumatic systems use incompressible liquids.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2015_4_26,What is the scientific term for the behavior of animals using objects in their environment to groom themselves or remove parasites?,"{'text': ['Anthropomorphism', 'Autogrooming', 'Allogrooming', 'Self-anointing'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_401620,"What is the exact term used to describe the Earth's rotation period relative to the Sun, which results in the cycle of day and night?","{'text': ['Sidereal day', 'Solar day', 'Lunar day', 'Astronomical day'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_400877,What is the definition of an isotope in terms of atomic structure?,"{'text': ['Isotopes are atoms of the same element with the same number of protons but different numbers of neutrons.', 'Isotopes are atoms of different elements with the same number of electrons but different numbers of protons.', 'Isotopes are atoms with the same number of neutrons but different numbers of protons and electrons.', 'Isotopes are atoms of the same element with the same number of neutrons and electrons.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7174213,"What is the primary factor that determines the speed of sound in a medium, considering the properties of solids, liquids, and gases?","{'text': ['The density of the medium, with denser mediums always allowing faster sound travel.', 'The elasticity of the medium, specifically how quickly it can return to its original shape after deformation.', 'The temperature of the medium, with higher temperatures always decreasing the speed of sound.', 'The molecular weight of the medium, with heavier molecules allowing faster sound travel.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2008_8_34,What is the law of conservation of energy and how does it apply to closed systems?,"{'text': ['The law of conservation of energy states that energy cannot be created or destroyed, only transformed or transferred, and in a closed system the total energy remains constant.', 'The law of conservation of energy states that energy can be created and destroyed, but the total energy of a closed system decreases over time.', 'The law of conservation of energy states that energy is always increasing in a closed system due to external influences and cannot be accounted for.', 'The law of conservation of energy states that energy is created whenever work is done in a closed system and does not remain constant.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7212398,What is the fundamental principle behind the process of distillation used to separate salt from water?,"{'text': ['Distillation relies on the difference in boiling points between substances to separate them.', 'Distillation uses the process of freezing to separate salt from water.', 'Distillation employs magnetism to separate dissolved salts from water.', 'Distillation utilizes reverse osmosis to achieve the separation of salt from water.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_401290,What is the primary function of a topographic map?,"{'text': ['To show political boundaries and locations of cities.', 'To display the elevation and landform features of an area using contour lines.', 'To provide detailed weather patterns and forecasts for a region.', 'To illustrate the distribution of different types of vegetation and wildlife habitats.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_402120,"What is the precise definition of a stopwatch, including its primary function and typical use cases?","{'text': ['A stopwatch is a device that measures the ambient temperature and humidity in the environment.', 'A stopwatch is a device that measures time intervals with high precision, typically used in sports and scientific experiments.', 'A stopwatch is a device that measures the boiling point of liquids in a laboratory setting.', 'A stopwatch is a device that displays the current time and is used primarily for setting alarms.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_184975,"What is the comprehensive definition of phylogenetics, including its main purpose and methods used?","{'text': ['Phylogenetics is the study of the physical form and structure of organisms, primarily focusing on their anatomical features.', 'Phylogenetics is the study of evolutionary relationships among biological entities, often species, using molecular sequencing data and morphological data matrices.', 'Phylogenetics is the study of the ecological interactions between different species and their environments.', 'Phylogenetics is the study of the genetic makeup of individual organisms to determine their specific traits and behaviors.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400578,What is the most precise definition of learned behavior in the context of animal behavior?,"{'text': ['Learned behavior is a change in behavior that is innate and does not require experience.', 'Learned behavior is a change in behavior that results from experience and is not present at birth.', 'Learned behavior refers to any behavior that is genetically inherited and exhibited by all members of a species.', 'Learned behavior is a type of behavior that is inherently programmed and occurs without external stimuli.'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2001_8_4,"What is the law of conservation of mass, and how does it apply to chemical reactions?","{'text': ['The law of conservation of mass states that mass is neither created nor destroyed in any chemical reaction, meaning the total mass of reactants equals the total mass of products.', 'The law of conservation of mass states that mass can be created or destroyed in a chemical reaction, allowing for changes in total mass between reactants and products.', 'The law of conservation of mass states that mass is conserved only in physical changes, not chemical reactions, where mass can vary.', 'The law of conservation of mass states that mass is always increased in chemical reactions due to energy conversion.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2003_5_33,"What is the scientific principle that explains why air, though invisible, takes up space and exerts pressure?","{'text': [""Bernoulli's Principle"", ""Archimedes' Principle"", ""Boyle's Law"", ""Pascal's Law""], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7068513,What is the specific tectonic plate boundary interaction responsible for the formation of the Mount St. Helens Volcano?,"{'text': ['Divergent boundary between the Pacific Plate and the North American Plate', 'Convergent boundary involving the subduction of the Juan de Fuca Plate beneath the North American Plate', 'Transform boundary between the Pacific Plate and the North American Plate', 'Rift zone formed by the separation of the Juan de Fuca Plate and the North American Plate'], 'label': ['A', 'B', 'C', 'D']}",B
AKDE&ED_2008_4_26,What is the complete definition of a symbiotic relationship in ecology?,"{'text': ['A symbiotic relationship is an interaction between two living organisms where at least one organism benefits and the other is harmed.', 'A symbiotic relationship is an interaction between a living organism and a nonliving element where both benefit.', ""A symbiotic relationship is an interaction between two living organisms where they both benefit from each other's presence."", 'A symbiotic relationship is an interaction between two different organisms living in close physical association, typically to the advantage of both or at least one.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7235638,"What is the primary cause of the surface-cracking patterns observed on Europa, as evidenced by images from the Voyager and Galileo spacecraft?","{'text': [""Tectonic activity similar to Earth's plate tectonics."", 'The gravitational interactions with Jupiter causing tidal flexing.', 'Frequent meteor impacts leading to surface fractures.', ""Thermal expansion from the heating of Europa's ice surface by the Sun.""], 'label': ['A', 'B', 'C', 'D']}",B
MDSA_2009_5_20,What is the most precise definition of a nonrenewable resource in the context of environmental science?,"{'text': ['A nonrenewable resource is any natural resource that can be replenished naturally over time.', 'A nonrenewable resource is any resource that cannot be replaced after it is used up or can only be replaced over geological timescales.', 'A nonrenewable resource is any resource that is continuously available regardless of the rate of consumption.', 'A nonrenewable resource is any resource that is man-made and not found in nature.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_178325,What is the definition and purpose of a scientific field study in ecology?,"{'text': ['A scientific field study in ecology is a laboratory experiment designed to simulate natural conditions for organisms.', 'A scientific field study in ecology involves observing and recording data about organisms, populations, and ecosystems in their natural environments to understand ecological relationships and processes.', 'A scientific field study in ecology is the theoretical analysis of ecosystems using computer models and simulations only.', 'A scientific field study in ecology is the process of conducting surveys in urban areas to understand human impact on the environment.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7212678,What is the principle that describes the generation of an electromotive force (emf) in a closed circuit by a change in the magnetic field around it?,"{'text': [""Lenz's Law"", ""Ohm's Law"", ""Faraday's Law of Electromagnetic Induction"", ""Coulomb's Law""], 'label': ['A', 'B', 'C', 'D']}",C
TAKS_2009_8_32,"What is the formal term for the modification of phenotypic traits of an organism due to environmental factors, without altering the genetic code?","{'text': ['Genetic Drift', 'Epigenetic Change', 'Natural Selection', 'Genetic Mutation'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_412681,"What is the exact universal law of gravitation as formulated by Isaac Newton, including the mathematical expression and the meaning of each symbol?","{'text': [""Newton's universal law of gravitation states that every point mass attracts every other point mass with a force proportional to the product of their masses and inversely proportional to the square of the distance between them, expressed as F = G(m1 + m2)/r^2, where F is the force, G is the gravitational constant, m1 and m2 are the masses, and r is the distance."", ""Newton's universal law of gravitation states that every point mass attracts every other point mass with a force proportional to the sum of their masses and inversely proportional to the square of the distance between them, expressed as F = G(m1 * m2)/r, where F is the force, G is the gravitational constant, m1 and m2 are the masses, and r is the distance."", ""Newton's universal law of gravitation states that every point mass attracts every other point mass with a force proportional to the product of their masses and inversely proportional to the distance between them, expressed as F = G(m1 * m2)/r^2, where F is the force, G is the gravitational constant, m1 and m2 are the masses, and r is the distance."", ""Newton's universal law of gravitation states that every point mass attracts every other point mass with a force proportional to the product of their masses and inversely proportional to the square of the distance between them, expressed as F = G(m1 * m2)/r^2, where F is the force, G is the gravitational constant, m1 and m2 are the masses, and r is the distance.""], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_400440,What is the balanced chemical equation for the neutralization reaction between hydrochloric acid and sodium hydroxide?,"{'text': ['HCl + NaOH -> NaCl + H2O', 'HCl + NaOH -> H2 + NaCl', '2HCl + NaOH -> NaCl + 2H2O', 'HCl + NaOH -> Na2O + Cl2'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_416529,What is the primary biological reason that most leaves of forest trees are concentrated at the top of the canopy?,"{'text': ['To maximize the absorption of sunlight and facilitate photosynthesis.', ""To increase the tree's height and improve its structural stability."", 'To minimize water loss through leaves by placing them far from the ground.', 'To reduce competition with understory plants for soil nutrients.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2006_8_1,What are the primary functions and components of the human respiratory system?,"{'text': ['The human respiratory system is primarily responsible for the circulation of blood and includes the heart and blood vessels.', 'The human respiratory system is responsible for the exchange of gases, primarily oxygen and carbon dioxide, and includes components such as the lungs, diaphragm, and trachea.', 'The human respiratory system is involved in the digestion of food and includes the stomach and intestines.', 'The human respiratory system is responsible for the production of hormones and includes the glands and pancreas.'], 'label': ['A', 'B', 'C', 'D']}",B
TIMSS_2003_8_pg80,"What is the primary function of gills in fish, and how does this relate to the process of gas exchange in human lungs?","{'text': ['The primary function of gills is to filter food particles from water, similar to the human lungs filtering air.', 'The primary function of gills is to facilitate gas exchange by absorbing oxygen from water and releasing carbon dioxide, similar to the human lungs which absorb oxygen from air and release carbon dioxide.', ""The primary function of gills is to regulate water balance in the fish's body, similar to the human lungs regulating blood pH."", 'The primary function of gills is to assist in buoyancy control, unlike the human lungs which do not have this function.'], 'label': ['A', 'B', 'C', 'D']}",B
